Station_code,Station_name,Latitude,Longitude,SUBZONE_NO,SUBZONE_N,SUBZONE_C,PLN_AREA_N,PLN_AREA_C,REGION_N,REGION_C
14109,Keppel DP Blk 517,1.268046016,103.8272249,17,CITY TERMINALS,BMSZ17,BUKIT MERAH,BM,CENTRAL REGION,CR
14119,Opp VivoCity,1.265923609,103.8222828,1,MARITIME SQUARE,BMSZ01,BUKIT MERAH,BM,CENTRAL REGION,CR
14121,Harbourfront Stn Exit B,1.2659135,103.8192566,1,MARITIME SQUARE,BMSZ01,BUKIT MERAH,BM,CENTRAL REGION,CR
14129,Harbourfront Stn Exit A,1.266078691,103.8197788,1,MARITIME SQUARE,BMSZ01,BUKIT MERAH,BM,CENTRAL REGION,CR
14131,Caribbean at Keppel Bay,1.267401303,103.8167544,1,MARITIME SQUARE,BMSZ01,BUKIT MERAH,BM,CENTRAL REGION,CR
14139,Bef Seah Im Rd,1.268635277,103.8154695,1,MARITIME SQUARE,BMSZ01,BUKIT MERAH,BM,CENTRAL REGION,CR
14141,VivoCity,1.265524215,103.8221133,1,MARITIME SQUARE,BMSZ01,BUKIT MERAH,BM,CENTRAL REGION,CR
14151,Opp Chr Community Chapel,1.269647659,103.8129359,1,MARITIME SQUARE,BMSZ01,BUKIT MERAH,BM,CENTRAL REGION,CR
14159,Bef Chr Community Chapel,1.269940464,103.8131542,1,MARITIME SQUARE,BMSZ01,BUKIT MERAH,BM,CENTRAL REGION,CR
14161,Telok Blangah Stn,1.270758665,103.8100991,1,MARITIME SQUARE,BMSZ01,BUKIT MERAH,BM,CENTRAL REGION,CR
14169,Opp Telok Blangah Stn,1.271185504,103.8094181,13,TELOK BLANGAH DRIVE,BMSZ13,BUKIT MERAH,BM,CENTRAL REGION,CR
14171,Opp Yeo's Bldg,1.271459598,103.8065486,1,MARITIME SQUARE,BMSZ01,BUKIT MERAH,BM,CENTRAL REGION,CR
14179,Yeo's Bldg,1.271884546,103.8063,13,TELOK BLANGAH DRIVE,BMSZ13,BUKIT MERAH,BM,CENTRAL REGION,CR
14189,Aft Alexandra Rd,1.272693033,103.8039836,13,TELOK BLANGAH DRIVE,BMSZ13,BUKIT MERAH,BM,CENTRAL REGION,CR
14191,Blk 105 CP,1.281218333,103.8121144,12,DEPOT ROAD,BMSZ12,BUKIT MERAH,BM,CENTRAL REGION,CR
14199,Blk 118,1.281316767,103.8127506,12,DEPOT ROAD,BMSZ12,BUKIT MERAH,BM,CENTRAL REGION,CR
14201,Blk 110,1.281673073,103.8091468,12,DEPOT ROAD,BMSZ12,BUKIT MERAH,BM,CENTRAL REGION,CR
14209,Aft Hewlett Packard,1.281763977,103.8095887,12,DEPOT ROAD,BMSZ12,BUKIT MERAH,BM,CENTRAL REGION,CR
14211,ISS Intl Sch,1.281611684,103.8052188,13,TELOK BLANGAH DRIVE,BMSZ13,BUKIT MERAH,BM,CENTRAL REGION,CR
14219,Opp Blk 114,1.282186479,103.8068496,12,DEPOT ROAD,BMSZ12,BUKIT MERAH,BM,CENTRAL REGION,CR
14221,Opp St. Teresa's Ch,1.273593322,103.8289337,17,CITY TERMINALS,BMSZ17,BUKIT MERAH,BM,CENTRAL REGION,CR
14229,St. Teresa's Ch,1.273706702,103.8285789,15,TELOK BLANGAH RISE,BMSZ15,BUKIT MERAH,BM,CENTRAL REGION,CR
14231,Keppel DP Blk 519,1.27101,103.8266722,17,CITY TERMINALS,BMSZ17,BUKIT MERAH,BM,CENTRAL REGION,CR
14239,Opp Keppel DP Blk 519,1.271781382,103.8271424,15,TELOK BLANGAH RISE,BMSZ15,BUKIT MERAH,BM,CENTRAL REGION,CR
14241,Opp Blk 1,1.279143531,103.8168725,13,TELOK BLANGAH DRIVE,BMSZ13,BUKIT MERAH,BM,CENTRAL REGION,CR
14249,Blk 1,1.279474057,103.8173299,14,TELOK BLANGAH WAY,BMSZ14,BUKIT MERAH,BM,CENTRAL REGION,CR
14259,Blk 11,1.277845011,103.8186582,14,TELOK BLANGAH WAY,BMSZ14,BUKIT MERAH,BM,CENTRAL REGION,CR
14269,Blk 10,1.277584806,103.8199945,14,TELOK BLANGAH WAY,BMSZ14,BUKIT MERAH,BM,CENTRAL REGION,CR
14271,Al-Amin Mque,1.275681943,103.8191485,1,MARITIME SQUARE,BMSZ01,BUKIT MERAH,BM,CENTRAL REGION,CR
14279,Blk 25,1.275915523,103.8192089,14,TELOK BLANGAH WAY,BMSZ14,BUKIT MERAH,BM,CENTRAL REGION,CR
14281,Safra Mt Faber,1.276996716,103.8180438,1,MARITIME SQUARE,BMSZ01,BUKIT MERAH,BM,CENTRAL REGION,CR
14291,Blk 27,1.274684408,103.8213265,15,TELOK BLANGAH RISE,BMSZ15,BUKIT MERAH,BM,CENTRAL REGION,CR
14299,Opp Blk 27,1.274888204,103.8212713,14,TELOK BLANGAH WAY,BMSZ14,BUKIT MERAH,BM,CENTRAL REGION,CR
14309,Blk 41,1.271289,103.8230259,15,TELOK BLANGAH RISE,BMSZ15,BUKIT MERAH,BM,CENTRAL REGION,CR
14319,Blk 28,1.273406852,103.8207183,15,TELOK BLANGAH RISE,BMSZ15,BUKIT MERAH,BM,CENTRAL REGION,CR
14329,Blk 67,1.274349615,103.8094537,13,TELOK BLANGAH DRIVE,BMSZ13,BUKIT MERAH,BM,CENTRAL REGION,CR
14331,Opp Blk 70B,1.276946111,103.8110681,13,TELOK BLANGAH DRIVE,BMSZ13,BUKIT MERAH,BM,CENTRAL REGION,CR
14339,Blk 70A,1.276660655,103.811245,13,TELOK BLANGAH DRIVE,BMSZ13,BUKIT MERAH,BM,CENTRAL REGION,CR
14341,Opp Blk 59,1.275933889,103.8134739,13,TELOK BLANGAH DRIVE,BMSZ13,BUKIT MERAH,BM,CENTRAL REGION,CR
14349,Blk 59,1.275790298,103.8133981,13,TELOK BLANGAH DRIVE,BMSZ13,BUKIT MERAH,BM,CENTRAL REGION,CR
14351,Aft Blk 48,1.27275,103.8103611,13,TELOK BLANGAH DRIVE,BMSZ13,BUKIT MERAH,BM,CENTRAL REGION,CR
14359,Blk 50,1.272890556,103.8103503,13,TELOK BLANGAH DRIVE,BMSZ13,BUKIT MERAH,BM,CENTRAL REGION,CR
14369,The Interlace,1.281536358,103.8036593,12,DEPOT ROAD,BMSZ12,BUKIT MERAH,BM,CENTRAL REGION,CR
14379,Blk 40,1.272438333,103.8237936,15,TELOK BLANGAH RISE,BMSZ15,BUKIT MERAH,BM,CENTRAL REGION,CR
14381,Blk 109,1.274130142,103.8255429,15,TELOK BLANGAH RISE,BMSZ15,BUKIT MERAH,BM,CENTRAL REGION,CR
14389,Opp Blk 109,1.274281605,103.825009,15,TELOK BLANGAH RISE,BMSZ15,BUKIT MERAH,BM,CENTRAL REGION,CR
14391,Opp Blk 85,1.27791,103.8085861,13,TELOK BLANGAH DRIVE,BMSZ13,BUKIT MERAH,BM,CENTRAL REGION,CR
14399,Blk 85,1.27763662,103.8085855,13,TELOK BLANGAH DRIVE,BMSZ13,BUKIT MERAH,BM,CENTRAL REGION,CR
14471,Blk 114,1.282011691,103.8066498,13,TELOK BLANGAH DRIVE,BMSZ13,BUKIT MERAH,BM,CENTRAL REGION,CR
14489,Blk 36 Mkt/FC,1.272185207,103.8217011,15,TELOK BLANGAH RISE,BMSZ15,BUKIT MERAH,BM,CENTRAL REGION,CR
14491,Opp Telok Blangah Mkt/FC,1.272788056,103.8079489,13,TELOK BLANGAH DRIVE,BMSZ13,BUKIT MERAH,BM,CENTRAL REGION,CR
14499,Telok Blangah Mkt/FC,1.272913056,103.8078211,13,TELOK BLANGAH DRIVE,BMSZ13,BUKIT MERAH,BM,CENTRAL REGION,CR
14501,OPP BLK 91A,1.276872161,103.8064808,13,TELOK BLANGAH DRIVE,BMSZ13,BUKIT MERAH,BM,CENTRAL REGION,CR
14509,BLK 92B,1.275651111,103.8068061,13,TELOK BLANGAH DRIVE,BMSZ13,BUKIT MERAH,BM,CENTRAL REGION,CR
14519,Resorts World Sentosa,1.253521934,103.8257032,1,SENTOSA,SISZ01,SOUTHERN ISLANDS,SI,CENTRAL REGION,CR
14521,Merlion Plaza,1.256432,103.820911,1,SENTOSA,SISZ01,SOUTHERN ISLANDS,SI,CENTRAL REGION,CR
14529,Opp Merlion Plaza,1.253226,103.821217,1,SENTOSA,SISZ01,SOUTHERN ISLANDS,SI,CENTRAL REGION,CR
14539,Beach Station Bus Terminal,1.251427,103.818545,1,SENTOSA,SISZ01,SOUTHERN ISLANDS,SI,CENTRAL REGION,CR
15041,Aft PSA Bldg,1.274740592,103.8018892,14,PASIR PANJANG 2,QTSZ14,QUEENSTOWN,QT,CENTRAL REGION,CR
15049,Bef PSA Bldg,1.274590541,103.8021634,13,TELOK BLANGAH DRIVE,BMSZ13,BUKIT MERAH,BM,CENTRAL REGION,CR
15051,Alexandra Pt,1.277183889,103.802485,14,PASIR PANJANG 2,QTSZ14,QUEENSTOWN,QT,CENTRAL REGION,CR
15059,Opp Alexandra Pt,1.276861944,103.8027011,13,TELOK BLANGAH DRIVE,BMSZ13,BUKIT MERAH,BM,CENTRAL REGION,CR
15071,Opp Lor Sarhad,1.281424722,103.7870142,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
15079,Aft Lor Sarhad,1.280778937,103.7868278,14,PASIR PANJANG 2,QTSZ14,QUEENSTOWN,QT,CENTRAL REGION,CR
15091,Opp Natl Leadership Inst,1.28290732,103.7878111,12,KENT RIDGE,QTSZ12,QUEENSTOWN,QT,CENTRAL REGION,CR
15099,Natl Leadership Inst,1.283056201,103.7878935,12,KENT RIDGE,QTSZ12,QUEENSTOWN,QT,CENTRAL REGION,CR
15101,Opp LP 31,1.286176111,103.7856208,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
15109,LP 30,1.285919709,103.7858107,12,KENT RIDGE,QTSZ12,QUEENSTOWN,QT,CENTRAL REGION,CR
15111,Sci Pk 2/The Galen,1.286762778,103.7848417,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
15119,Opp Sci Pk 2/The Galen,1.287038027,103.7850111,12,KENT RIDGE,QTSZ12,QUEENSTOWN,QT,CENTRAL REGION,CR
15121,Sci Pk 2/The Gemini,1.288941421,103.7837304,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
15129,Opp Sci Pk 2/The Gemini,1.289164678,103.7840187,12,KENT RIDGE,QTSZ12,QUEENSTOWN,QT,CENTRAL REGION,CR
15131,Kent Ridge Stn,1.292543437,103.784489,11,NATIONAL UNIVERSITY OF S'PORE,QTSZ11,QUEENSTOWN,QT,CENTRAL REGION,CR
15139,Kent Ridge Stn Exit B,1.29241,103.784585,12,KENT RIDGE,QTSZ12,QUEENSTOWN,QT,CENTRAL REGION,CR
15141,Labrador Pk Stn,1.272758605,103.8009595,15,PORT,QTSZ15,QUEENSTOWN,QT,CENTRAL REGION,CR
15149,Labrador Pk Stn/PSA Bldg,1.273418719,103.8005555,14,PASIR PANJANG 2,QTSZ14,QUEENSTOWN,QT,CENTRAL REGION,CR
15151,Opp Mapletree Biz City,1.273891929,103.7982221,15,PORT,QTSZ15,QUEENSTOWN,QT,CENTRAL REGION,CR
15159,Mapletree Business City,1.274263038,103.7983935,14,PASIR PANJANG 2,QTSZ14,QUEENSTOWN,QT,CENTRAL REGION,CR
15161,Pasir Panjang Ctr,1.274438062,103.7966606,15,PORT,QTSZ15,QUEENSTOWN,QT,CENTRAL REGION,CR
15169,Harbourside Ind Bldg 2,1.274814993,103.7967399,14,PASIR PANJANG 2,QTSZ14,QUEENSTOWN,QT,CENTRAL REGION,CR
15181,PSB S'pore,1.291084964,103.7854136,12,KENT RIDGE,QTSZ12,QUEENSTOWN,QT,CENTRAL REGION,CR
15189,DNV Technology Ctr,1.290797795,103.7855026,12,KENT RIDGE,QTSZ12,QUEENSTOWN,QT,CENTRAL REGION,CR
15191,Pasir Panjang Stn/Fc,1.27581227,103.7926357,15,PORT,QTSZ15,QUEENSTOWN,QT,CENTRAL REGION,CR
15199,Opp Currency Hse,1.276042409,103.793184,14,PASIR PANJANG 2,QTSZ14,QUEENSTOWN,QT,CENTRAL REGION,CR
15201,Aft Pasir Panjang Stn,1.276808191,103.7897086,15,PORT,QTSZ15,QUEENSTOWN,QT,CENTRAL REGION,CR
15209,Bef Pasir Panjang Stn,1.277065619,103.7902343,14,PASIR PANJANG 2,QTSZ14,QUEENSTOWN,QT,CENTRAL REGION,CR
15211,Opp Pasir View Pk,1.277924421,103.7864281,15,PORT,QTSZ15,QUEENSTOWN,QT,CENTRAL REGION,CR
15219,Pasir View Pk,1.278181141,103.7870103,14,PASIR PANJANG 2,QTSZ14,QUEENSTOWN,QT,CENTRAL REGION,CR
15221,Aft Sth Buona Vista Rd,1.279499235,103.7854896,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
15229,Bef Sth Buona Vista Rd,1.27937639,103.7857273,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
16009,Kent Ridge Ter,1.294253411,103.7698832,11,NATIONAL UNIVERSITY OF S'PORE,QTSZ11,QUEENSTOWN,QT,CENTRAL REGION,CR
16011,Opp Haw Par Villa Stn,1.282777664,103.7818693,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
16019,Haw Par Villa Stn,1.282780786,103.7821761,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
16021,Opp Gloria Mansion,1.286257931,103.7798103,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
16029,Gloria Mansion,1.286084722,103.7802214,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
16031,Opp S'pore Science Pk II,1.28800629,103.7784648,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
16039,S'pore Science Pk II,1.287990202,103.7787203,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
16041,OPP LUXE VILLE,1.289308651,103.776601,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
16049,WHITEHAVEN,1.289106964,103.7773895,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
16051,The Crystal Tabernacle Ch,1.290148616,103.7742604,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
16059,Jamiyah Halfway Hse,1.289672662,103.7759414,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
16061,Opp Heng Mui Keng Terr,1.290462572,103.7735617,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
16069,Heng Mui Keng Terr,1.290829722,103.7731167,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
16071,Opp Pasir Panjang PO,1.291299408,103.7711722,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
16079,Bef Pasir Panjang PO,1.291382649,103.7712984,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
16081,Aft Palm Green Condo,1.291957778,103.7686614,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
16089,Aft Clementi Rd,1.292011383,103.7690842,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
16091,Opp SIT Dover,1.299396667,103.7792311,11,NATIONAL UNIVERSITY OF S'PORE,QTSZ11,QUEENSTOWN,QT,CENTRAL REGION,CR
16099,SIT Dover,1.3006125,103.7781514,10,DOVER,QTSZ10,QUEENSTOWN,QT,CENTRAL REGION,CR
16101,Inst Of Micro-Electronics,1.289238319,103.7796924,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
16109,The Alpha,1.289111693,103.7795084,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
16111,Aries,1.28700982,103.7828311,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
16119,Teletech Pk,1.286976507,103.7826055,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
16121,Galen,1.2865113,103.7834514,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
16131,Opp Kent Ridge Ter,1.294876391,103.769352,7,CLEMENTI WOODS,CLSZ07,CLEMENTI,CL,WEST REGION,WR
16139,Bef Kent Ridge Ter,1.295379444,103.7697486,11,NATIONAL UNIVERSITY OF S'PORE,QTSZ11,QUEENSTOWN,QT,CENTRAL REGION,CR
16141,Tentera Diraja Mque,1.297868335,103.7695952,7,CLEMENTI WOODS,CLSZ07,CLEMENTI,CL,WEST REGION,WR
16149,NUS Fac Of Architecture,1.297818334,103.7699403,11,NATIONAL UNIVERSITY OF S'PORE,QTSZ11,QUEENSTOWN,QT,CENTRAL REGION,CR
16151,The Japanese Pr Sch,1.300761389,103.7699356,7,CLEMENTI WOODS,CLSZ07,CLEMENTI,CL,WEST REGION,WR
16159,NUS Fac Of Engrg,1.300603334,103.7701703,11,NATIONAL UNIVERSITY OF S'PORE,QTSZ11,QUEENSTOWN,QT,CENTRAL REGION,CR
16161,Nus Museums,1.301075,103.7736942,11,NATIONAL UNIVERSITY OF S'PORE,QTSZ11,QUEENSTOWN,QT,CENTRAL REGION,CR
16169,NUS Raffles Hall,1.300983333,103.7727042,11,NATIONAL UNIVERSITY OF S'PORE,QTSZ11,QUEENSTOWN,QT,CENTRAL REGION,CR
16171,Yusof Ishak Hse,1.298901502,103.7743823,11,NATIONAL UNIVERSITY OF S'PORE,QTSZ11,QUEENSTOWN,QT,CENTRAL REGION,CR
16179,Opp Yusof Ishak Hse,1.298981642,103.7741773,11,NATIONAL UNIVERSITY OF S'PORE,QTSZ11,QUEENSTOWN,QT,CENTRAL REGION,CR
16181,Ctrl Lib,1.296565724,103.7725425,11,NATIONAL UNIVERSITY OF S'PORE,QTSZ11,QUEENSTOWN,QT,CENTRAL REGION,CR
16189,Information Technology,1.297361,103.772848,11,NATIONAL UNIVERSITY OF S'PORE,QTSZ11,QUEENSTOWN,QT,CENTRAL REGION,CR
16191,Opp NUS Fac Of Architect,1.296143074,103.7703702,11,NATIONAL UNIVERSITY OF S'PORE,QTSZ11,QUEENSTOWN,QT,CENTRAL REGION,CR
16199,NUS Fac Of Design & Env,1.296393036,103.7707292,11,NATIONAL UNIVERSITY OF S'PORE,QTSZ11,QUEENSTOWN,QT,CENTRAL REGION,CR
16201,Barossa Gdns,1.281300632,103.7841076,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
16209,HORIZON RESIDENCES,1.281590928,103.7840065,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
16211,Wharves Bldg,1.279418611,103.7835758,15,PORT,QTSZ15,QUEENSTOWN,QT,CENTRAL REGION,CR
16219,Opp Wharves Bldg,1.280158333,103.7836236,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
16221,Opp Haw Par Villa Stn,1.282975855,103.7811842,15,PORT,QTSZ15,QUEENSTOWN,QT,CENTRAL REGION,CR
16229,Haw Par Villa Stn,1.283009073,103.7815996,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
16231,Wholesale Ctr,1.286359473,103.7785293,15,PORT,QTSZ15,QUEENSTOWN,QT,CENTRAL REGION,CR
16239,Opp Wholesale Ctr,1.286435278,103.7789344,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
16241,Bef West Coast Pk,1.289103056,103.7735261,15,PORT,QTSZ15,QUEENSTOWN,QT,CENTRAL REGION,CR
16249,Bef Wholesale Ctr,1.289282771,103.7740068,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
16891,Opp Blk 420A,1.309821867,103.7681614,7,CLEMENTI WOODS,CLSZ07,CLEMENTI,CL,WEST REGION,WR
16991,Opp Nan Hua High Sch,1.307779298,103.7698858,7,CLEMENTI WOODS,CLSZ07,CLEMENTI,CL,WEST REGION,WR
17009,Clementi Int,1.314915729,103.7641223,6,CLEMENTI CENTRAL,CLSZ06,CLEMENTI,CL,WEST REGION,WR
17011,Opp Varsity Pk,1.293869008,103.7668819,8,CLEMENTI WEST,CLSZ08,CLEMENTI,CL,WEST REGION,WR
17019,Varsity Pk,1.293797479,103.7670518,7,CLEMENTI WOODS,CLSZ07,CLEMENTI,CL,WEST REGION,WR
17021,Waseda S Snr High Sch,1.296737026,103.766912,8,CLEMENTI WEST,CLSZ08,CLEMENTI,CL,WEST REGION,WR
17029,Opp Waseda S Snr High Sch,1.296945701,103.767103,7,CLEMENTI WOODS,CLSZ07,CLEMENTI,CL,WEST REGION,WR
17031,Kent Ridge Sec Sch,1.301723058,103.7656763,8,CLEMENTI WEST,CLSZ08,CLEMENTI,CL,WEST REGION,WR
17039,Opp Kent Ridge Sec Sch,1.301531646,103.7660643,7,CLEMENTI WOODS,CLSZ07,CLEMENTI,CL,WEST REGION,WR
17041,Blk 726 Clementi West Mkt,1.304210157,103.7645595,8,CLEMENTI WEST,CLSZ08,CLEMENTI,CL,WEST REGION,WR
17049,Blk 601,1.304706382,103.7645982,7,CLEMENTI WOODS,CLSZ07,CLEMENTI,CL,WEST REGION,WR
17051,Opp Regent Pk,1.3172641,103.7624015,6,CLEMENTI CENTRAL,CLSZ06,CLEMENTI,CL,WEST REGION,WR
17059,Regent Pk,1.316943333,103.7617011,3,FABER,CLSZ03,CLEMENTI,CL,WEST REGION,WR
17061,Blk 701,1.307758348,103.7618051,8,CLEMENTI WEST,CLSZ08,CLEMENTI,CL,WEST REGION,WR
17069,Opp Blk 701,1.307766372,103.7621407,6,CLEMENTI CENTRAL,CLSZ06,CLEMENTI,CL,WEST REGION,WR
17071,Blk 513,1.308917819,103.7604443,8,CLEMENTI WEST,CLSZ08,CLEMENTI,CL,WEST REGION,WR
17079,Blk 512,1.309683042,103.7599936,6,CLEMENTI CENTRAL,CLSZ06,CLEMENTI,CL,WEST REGION,WR
17081,Aft West Coast Highway,1.299503056,103.7645789,8,CLEMENTI WEST,CLSZ08,CLEMENTI,CL,WEST REGION,WR
17091,Aft Clementi Ave 1,1.309048052,103.7715778,7,CLEMENTI WOODS,CLSZ07,CLEMENTI,CL,WEST REGION,WR
17099,YALE-NUS COLLEGE,1.30783047,103.7716527,10,DOVER,QTSZ10,QUEENSTOWN,QT,CENTRAL REGION,CR
17101,Blk 352,1.314874732,103.771792,4,CLEMENTI NORTH,CLSZ04,CLEMENTI,CL,WEST REGION,WR
17109,Opp Blk 352,1.315527141,103.7721831,9,SINGAPORE POLYTECHNIC,QTSZ09,QUEENSTOWN,QT,CENTRAL REGION,CR
17111,Blk 343,1.317798098,103.7712464,4,CLEMENTI NORTH,CLSZ04,CLEMENTI,CL,WEST REGION,WR
17119,Opp Blk 343,1.31728447,103.7719327,9,SINGAPORE POLYTECHNIC,QTSZ09,QUEENSTOWN,QT,CENTRAL REGION,CR
17121,Blk 610,1.304764103,103.7694454,7,CLEMENTI WOODS,CLSZ07,CLEMENTI,CL,WEST REGION,WR
17129,Aft NUS High Sch,1.305141367,103.7698584,7,CLEMENTI WOODS,CLSZ07,CLEMENTI,CL,WEST REGION,WR
17131,Clementi Flyover,1.308041389,103.7659111,7,CLEMENTI WOODS,CLSZ07,CLEMENTI,CL,WEST REGION,WR
17139,Aft Clementi Swim Cplx,1.309033047,103.76587,6,CLEMENTI CENTRAL,CLSZ06,CLEMENTI,CL,WEST REGION,WR
17141,Clementi Stadium,1.310995,103.7635,6,CLEMENTI CENTRAL,CLSZ06,CLEMENTI,CL,WEST REGION,WR
17149,Blk 426,1.311715151,103.7634618,6,CLEMENTI CENTRAL,CLSZ06,CLEMENTI,CL,WEST REGION,WR
17151,Blk 410,1.311695194,103.7696099,7,CLEMENTI WOODS,CLSZ07,CLEMENTI,CL,WEST REGION,WR
17159,Blk 365,1.311975556,103.7698144,4,CLEMENTI NORTH,CLSZ04,CLEMENTI,CL,WEST REGION,WR
17161,Blk 455,1.312409936,103.7668548,6,CLEMENTI CENTRAL,CLSZ06,CLEMENTI,CL,WEST REGION,WR
17169,Blk 329,1.312845278,103.7667967,4,CLEMENTI NORTH,CLSZ04,CLEMENTI,CL,WEST REGION,WR
17171,Clementi Stn,1.314973993,103.765027,6,CLEMENTI CENTRAL,CLSZ06,CLEMENTI,CL,WEST REGION,WR
17179,Clementi Stn,1.315281916,103.76536,4,CLEMENTI NORTH,CLSZ04,CLEMENTI,CL,WEST REGION,WR
17181,Opp Blk 317,1.317495708,103.7638855,6,CLEMENTI CENTRAL,CLSZ06,CLEMENTI,CL,WEST REGION,WR
17189,Blk 317,1.317905022,103.7640641,4,CLEMENTI NORTH,CLSZ04,CLEMENTI,CL,WEST REGION,WR
17191,NUS High Sch,1.305669444,103.7698914,7,CLEMENTI WOODS,CLSZ07,CLEMENTI,CL,WEST REGION,WR
17201,Blk 308,1.320557151,103.7673489,4,CLEMENTI NORTH,CLSZ04,CLEMENTI,CL,WEST REGION,WR
17211,Bet Blks 315/318,1.318288061,103.7658972,4,CLEMENTI NORTH,CLSZ04,CLEMENTI,CL,WEST REGION,WR
17219,Blk 376,1.3182,103.7661586,4,CLEMENTI NORTH,CLSZ04,CLEMENTI,CL,WEST REGION,WR
17221,Blk 377,1.317356313,103.7679002,4,CLEMENTI NORTH,CLSZ04,CLEMENTI,CL,WEST REGION,WR
17229,Blk 335,1.317284025,103.7682421,4,CLEMENTI NORTH,CLSZ04,CLEMENTI,CL,WEST REGION,WR
17239,NTUC Fairprice,1.312440556,103.7658489,6,CLEMENTI CENTRAL,CLSZ06,CLEMENTI,CL,WEST REGION,WR
17241,Blk 334,1.315191148,103.769055,4,CLEMENTI NORTH,CLSZ04,CLEMENTI,CL,WEST REGION,WR
17249,Blk 355,1.315171111,103.7693364,4,CLEMENTI NORTH,CLSZ04,CLEMENTI,CL,WEST REGION,WR
17251,Blk 460,1.31148,103.76744,6,CLEMENTI CENTRAL,CLSZ06,CLEMENTI,CL,WEST REGION,WR
17259,Opp Blk 460,1.310927982,103.7674607,7,CLEMENTI WOODS,CLSZ07,CLEMENTI,CL,WEST REGION,WR
17269,Blk 730,1.305135632,103.7627418,8,CLEMENTI WEST,CLSZ08,CLEMENTI,CL,WEST REGION,WR
17279,Blk 723,1.302924943,103.7631929,8,CLEMENTI WEST,CLSZ08,CLEMENTI,CL,WEST REGION,WR
17289,West Coast CC,1.302324942,103.7647147,8,CLEMENTI WEST,CLSZ08,CLEMENTI,CL,WEST REGION,WR
17291,West Coast Pk,1.290351405,103.7696983,15,PORT,QTSZ15,QUEENSTOWN,QT,CENTRAL REGION,CR
17299,Opp West Coast Pk,1.290605556,103.7700506,13,PASIR PANJANG 1,QTSZ13,QUEENSTOWN,QT,CENTRAL REGION,CR
17301,Opp West Coast View,1.294953611,103.7651669,15,PORT,QTSZ15,QUEENSTOWN,QT,CENTRAL REGION,CR
17309,West Coast View,1.295370833,103.7652456,8,CLEMENTI WEST,CLSZ08,CLEMENTI,CL,WEST REGION,WR
17311,Emerson Process,1.301016986,103.7622944,15,PORT,QTSZ15,QUEENSTOWN,QT,CENTRAL REGION,CR
