"","ORIGIN_SUB_C","ORIGIN_SUB_N","DESTINATION_SUB_C","DESTINATION_SUB_N","TOTAL_TRIPS"
"30","AMSZ01","ANG MO KIO TOWN CENTRE","AMSZ01","ANG MO KIO TOWN CENTRE",210837
"31","AMSZ01","ANG MO KIO TOWN CENTRE","AMSZ02","CHENG SAN",1019249
"32","AMSZ01","ANG MO KIO TOWN CENTRE","AMSZ03","CHONG BOON",1057034
"33","AMSZ01","ANG MO KIO TOWN CENTRE","AMSZ04","TOWNSVILLE",462847
"34","AMSZ01","ANG MO KIO TOWN CENTRE","AMSZ05","SHANGRI-LA",1032328
"35","AMSZ01","ANG MO KIO TOWN CENTRE","AMSZ06","KEBUN BAHRU",573507
"36","AMSZ01","ANG MO KIO TOWN CENTRE","AMSZ07","SEMBAWANG HILLS",323796
"37","AMSZ01","ANG MO KIO TOWN CENTRE","AMSZ08","TAGORE",94831
"38","AMSZ01","ANG MO KIO TOWN CENTRE","AMSZ09","YIO CHU KANG WEST",349778
"39","AMSZ01","ANG MO KIO TOWN CENTRE","AMSZ10","YIO CHU KANG",11583
"40","AMSZ01","ANG MO KIO TOWN CENTRE","AMSZ11","YIO CHU KANG NORTH",71302
"41","AMSZ01","ANG MO KIO TOWN CENTRE","AMSZ12","YIO CHU KANG EAST",173448
"42","AMSZ01","ANG MO KIO TOWN CENTRE","BDSZ01","KAKI BUKIT",65340
"43","AMSZ01","ANG MO KIO TOWN CENTRE","BDSZ02","BEDOK RESERVOIR",8184
"44","AMSZ01","ANG MO KIO TOWN CENTRE","BDSZ03","KEMBANGAN",29293
"45","AMSZ01","ANG MO KIO TOWN CENTRE","BDSZ04","BEDOK NORTH",39171
"46","AMSZ01","ANG MO KIO TOWN CENTRE","BDSZ05","FRANKEL",5203
"47","AMSZ01","ANG MO KIO TOWN CENTRE","BDSZ06","BEDOK SOUTH",4004
"48","AMSZ01","ANG MO KIO TOWN CENTRE","BDSZ07","SIGLAP",759
"49","AMSZ01","ANG MO KIO TOWN CENTRE","BDSZ08","BAYSHORE",924
"50","AMSZ01","ANG MO KIO TOWN CENTRE","BKSZ07","BUKIT BATOK CENTRAL",8074
"51","AMSZ01","ANG MO KIO TOWN CENTRE","BKSZ09","BUKIT BATOK SOUTH",1639
"52","AMSZ01","ANG MO KIO TOWN CENTRE","BMSZ01","MARITIME SQUARE",3685
"53","AMSZ01","ANG MO KIO TOWN CENTRE","BMSZ02","BUKIT MERAH",1045
"54","AMSZ01","ANG MO KIO TOWN CENTRE","BMSZ04","TIONG BAHRU STATION",1199
"55","AMSZ01","ANG MO KIO TOWN CENTRE","BMSZ05","SINGAPORE GENERAL HOSPITAL",2200
"56","AMSZ01","ANG MO KIO TOWN CENTRE","BMSZ08","HENDERSON HILL",506
"57","AMSZ01","ANG MO KIO TOWN CENTRE","BMSZ10","TIONG BAHRU",1111
"58","AMSZ01","ANG MO KIO TOWN CENTRE","BMSZ16","EVERTON PARK",3388
"59","AMSZ01","ANG MO KIO TOWN CENTRE","BMSZ17","CITY TERMINALS",891
"60","AMSZ01","ANG MO KIO TOWN CENTRE","BSSZ01","UPPER THOMSON",470382
"61","AMSZ01","ANG MO KIO TOWN CENTRE","BSSZ02","MARYMOUNT",146300
"62","AMSZ01","ANG MO KIO TOWN CENTRE","BSSZ03","BISHAN EAST",61435
"63","AMSZ01","ANG MO KIO TOWN CENTRE","BTSZ01","ANAK BUKIT",6006
"64","AMSZ01","ANG MO KIO TOWN CENTRE","BTSZ03","HOLLAND ROAD",3564
"65","AMSZ01","ANG MO KIO TOWN CENTRE","BTSZ06","CORONATION ROAD",5643
"66","AMSZ01","ANG MO KIO TOWN CENTRE","CCSZ01","CENTRAL WATER CATCHMENT",109340
"67","AMSZ01","ANG MO KIO TOWN CENTRE","CHSZ03","CHANGI AIRPORT",29018
"68","AMSZ01","ANG MO KIO TOWN CENTRE","CLSZ06","CLEMENTI CENTRAL",3102
"69","AMSZ01","ANG MO KIO TOWN CENTRE","CLSZ07","CLEMENTI WOODS",176
"70","AMSZ01","ANG MO KIO TOWN CENTRE","DTSZ01","BUGIS",22352
"71","AMSZ01","ANG MO KIO TOWN CENTRE","DTSZ02","CITY HALL",7260
"72","AMSZ01","ANG MO KIO TOWN CENTRE","DTSZ03","MARINA CENTRE",3003
"73","AMSZ01","ANG MO KIO TOWN CENTRE","DTSZ06","CLIFFORD PIER",506
"74","AMSZ01","ANG MO KIO TOWN CENTRE","DTSZ08","CECIL",1430
"75","AMSZ01","ANG MO KIO TOWN CENTRE","DTSZ11","CENTRAL SUBZONE",2519
"76","AMSZ01","ANG MO KIO TOWN CENTRE","DTSZ12","BAYFRONT SUBZONE",2728
"77","AMSZ01","ANG MO KIO TOWN CENTRE","GLSZ02","MACPHERSON",50446
"78","AMSZ01","ANG MO KIO TOWN CENTRE","GLSZ03","KAMPONG UBI",46948
"79","AMSZ01","ANG MO KIO TOWN CENTRE","GLSZ04","ALJUNIED",5577
"80","AMSZ01","ANG MO KIO TOWN CENTRE","GLSZ05","GEYLANG EAST",53031
"81","AMSZ01","ANG MO KIO TOWN CENTRE","HGSZ01","HOUGANG CENTRAL",61512
"82","AMSZ01","ANG MO KIO TOWN CENTRE","HGSZ02","KANGKAR",45463
"83","AMSZ01","ANG MO KIO TOWN CENTRE","HGSZ03","HOUGANG EAST",31471
"84","AMSZ01","ANG MO KIO TOWN CENTRE","HGSZ04","HOUGANG WEST",147202
"85","AMSZ01","ANG MO KIO TOWN CENTRE","HGSZ05","TRAFALGAR",131659
"86","AMSZ01","ANG MO KIO TOWN CENTRE","HGSZ06","KOVAN",36872
"87","AMSZ01","ANG MO KIO TOWN CENTRE","HGSZ07","LORONG AH SOO",29491
"88","AMSZ01","ANG MO KIO TOWN CENTRE","HGSZ08","TAI SENG",62227
"89","AMSZ01","ANG MO KIO TOWN CENTRE","HGSZ09","DEFU INDUSTRIAL PARK",84810
"90","AMSZ01","ANG MO KIO TOWN CENTRE","KLSZ01","BENDEMEER",12386
"91","AMSZ01","ANG MO KIO TOWN CENTRE","KLSZ02","GEYLANG BAHRU",21340
"92","AMSZ01","ANG MO KIO TOWN CENTRE","KLSZ03","BOON KENG",5313
"93","AMSZ01","ANG MO KIO TOWN CENTRE","KLSZ04","KAMPONG BUGIS",561
"94","AMSZ01","ANG MO KIO TOWN CENTRE","KLSZ06","LAVENDER",13365
"95","AMSZ01","ANG MO KIO TOWN CENTRE","KLSZ07","KAMPONG JAVA",7843
"96","AMSZ01","ANG MO KIO TOWN CENTRE","KLSZ08","KALLANG BAHRU",28941
"97","AMSZ01","ANG MO KIO TOWN CENTRE","KLSZ09","CRAWFORD",2365
"98","AMSZ01","ANG MO KIO TOWN CENTRE","MDSZ01","MANDAI WEST",55
"99","AMSZ01","ANG MO KIO TOWN CENTRE","MDSZ02","MANDAI EAST",6435
"100","AMSZ01","ANG MO KIO TOWN CENTRE","MDSZ03","MANDAI ESTATE",10439
"101","AMSZ01","ANG MO KIO TOWN CENTRE","MPSZ01","MOUNTBATTEN",55
"102","AMSZ01","ANG MO KIO TOWN CENTRE","MPSZ02","KATONG",3608
"103","AMSZ01","ANG MO KIO TOWN CENTRE","MPSZ03","MARINE PARADE",9878
"104","AMSZ01","ANG MO KIO TOWN CENTRE","MUSZ01","DHOBY GHAUT",418
"105","AMSZ01","ANG MO KIO TOWN CENTRE","MUSZ03","BRAS BASAH",1331
"106","AMSZ01","ANG MO KIO TOWN CENTRE","NTSZ03","NEWTON CIRCUS",737
"107","AMSZ01","ANG MO KIO TOWN CENTRE","NVSZ01","BALESTIER",44594
"108","AMSZ01","ANG MO KIO TOWN CENTRE","NVSZ02","MOULMEIN",19239
"109","AMSZ01","ANG MO KIO TOWN CENTRE","NVSZ04","DUNEARN",1562
"110","AMSZ01","ANG MO KIO TOWN CENTRE","NVSZ05","MOUNT PLEASANT",448
"111","AMSZ01","ANG MO KIO TOWN CENTRE","ORSZ02","BOULEVARD",1122
"112","AMSZ01","ANG MO KIO TOWN CENTRE","ORSZ03","SOMERSET",924
"113","AMSZ01","ANG MO KIO TOWN CENTRE","OTSZ03","CHINATOWN",15708
"114","AMSZ01","ANG MO KIO TOWN CENTRE","OTSZ04","CHINA SQUARE",5830
"115","AMSZ01","ANG MO KIO TOWN CENTRE","PGSZ02","PUNGGOL TOWN CENTRE",1166
"116","AMSZ01","ANG MO KIO TOWN CENTRE","PGSZ03","MATILDA",13112
"117","AMSZ01","ANG MO KIO TOWN CENTRE","PGSZ04","PUNGGOL FIELD",14894
"118","AMSZ01","ANG MO KIO TOWN CENTRE","PGSZ05","WATERWAY EAST",10164
"119","AMSZ01","ANG MO KIO TOWN CENTRE","PRSZ01","PASIR RIS WAFER FAB PARK",4686
"120","AMSZ01","ANG MO KIO TOWN CENTRE","PRSZ02","PASIR RIS WEST",2123
"121","AMSZ01","ANG MO KIO TOWN CENTRE","PRSZ03","PASIR RIS CENTRAL",9163
"122","AMSZ01","ANG MO KIO TOWN CENTRE","QTSZ08","ONE NORTH",22
"123","AMSZ01","ANG MO KIO TOWN CENTRE","QTSZ09","SINGAPORE POLYTECHNIC",319
"124","AMSZ01","ANG MO KIO TOWN CENTRE","QTSZ10","DOVER",132
"125","AMSZ01","ANG MO KIO TOWN CENTRE","QTSZ12","KENT RIDGE",55
"126","AMSZ01","ANG MO KIO TOWN CENTRE","QTSZ14","PASIR PANJANG 2",495
"127","AMSZ01","ANG MO KIO TOWN CENTRE","RCSZ01","FARRER PARK",26510
"128","AMSZ01","ANG MO KIO TOWN CENTRE","RCSZ02","LITTLE INDIA",8173
"129","AMSZ01","ANG MO KIO TOWN CENTRE","RCSZ03","SUNGEI ROAD",5115
"130","AMSZ01","ANG MO KIO TOWN CENTRE","RCSZ04","ROCHOR CANAL",3520
"131","AMSZ01","ANG MO KIO TOWN CENTRE","RCSZ05","KAMPONG GLAM",1650
"132","AMSZ01","ANG MO KIO TOWN CENTRE","RCSZ10","VICTORIA",11363
"133","AMSZ01","ANG MO KIO TOWN CENTRE","SBSZ02","SEMBAWANG SPRINGS",2320
"134","AMSZ01","ANG MO KIO TOWN CENTRE","SBSZ04","SEMBAWANG NORTH",3575
"135","AMSZ01","ANG MO KIO TOWN CENTRE","SBSZ05","ADMIRALTY",4389
"136","AMSZ01","ANG MO KIO TOWN CENTRE","SBSZ09","SENOKO SOUTH",2530
"137","AMSZ01","ANG MO KIO TOWN CENTRE","SESZ02","RIVERVALE",58179
"138","AMSZ01","ANG MO KIO TOWN CENTRE","SESZ03","SENGKANG TOWN CENTRE",55176
"139","AMSZ01","ANG MO KIO TOWN CENTRE","SESZ04","ANCHORVALE",48433
"140","AMSZ01","ANG MO KIO TOWN CENTRE","SESZ05","COMPASSVALE",8338
"141","AMSZ01","ANG MO KIO TOWN CENTRE","SESZ06","FERNVALE",103290
"142","AMSZ01","ANG MO KIO TOWN CENTRE","SESZ07","SENGKANG WEST",15796
"143","AMSZ01","ANG MO KIO TOWN CENTRE","SGSZ01","SELETAR HILLS",111980
"144","AMSZ01","ANG MO KIO TOWN CENTRE","SGSZ02","SERANGOON NORTH IND ESTATE",89738
"145","AMSZ01","ANG MO KIO TOWN CENTRE","SGSZ03","SERANGOON NORTH",418616
"146","AMSZ01","ANG MO KIO TOWN CENTRE","SGSZ04","SERANGOON GARDEN",168410
"147","AMSZ01","ANG MO KIO TOWN CENTRE","SGSZ05","LORONG CHUAN",1408
"148","AMSZ01","ANG MO KIO TOWN CENTRE","SGSZ06","SERANGOON CENTRAL",137082
"149","AMSZ01","ANG MO KIO TOWN CENTRE","SGSZ07","UPPER PAYA LEBAR",28039
"150","AMSZ01","ANG MO KIO TOWN CENTRE","SLSZ04","SELETAR",5049
"151","AMSZ01","ANG MO KIO TOWN CENTRE","SRSZ03","BOAT QUAY",2959
"152","AMSZ01","ANG MO KIO TOWN CENTRE","TMSZ02","TAMPINES EAST",10164
"153","AMSZ01","ANG MO KIO TOWN CENTRE","TMSZ03","TAMPINES WEST",8470
"154","AMSZ01","ANG MO KIO TOWN CENTRE","TMSZ04","SIMEI",7073
"155","AMSZ01","ANG MO KIO TOWN CENTRE","TMSZ05","XILIN",220
"156","AMSZ01","ANG MO KIO TOWN CENTRE","TPSZ01","TOA PAYOH WEST",11605
"157","AMSZ01","ANG MO KIO TOWN CENTRE","TPSZ02","TOA PAYOH CENTRAL",16269
"158","AMSZ01","ANG MO KIO TOWN CENTRE","TPSZ04","BOON TECK",2079
"159","AMSZ01","ANG MO KIO TOWN CENTRE","TPSZ05","LORONG 8 TOA PAYOH",2629
"160","AMSZ01","ANG MO KIO TOWN CENTRE","TPSZ10","BIDADARI",6688
"161","AMSZ01","ANG MO KIO TOWN CENTRE","TPSZ11","SENNETT",22418
"162","AMSZ01","ANG MO KIO TOWN CENTRE","TPSZ12","JOO SENG",36553
"163","AMSZ01","ANG MO KIO TOWN CENTRE","WDSZ01","WOODLANDS REGIONAL CENTRE",12232
"164","AMSZ01","ANG MO KIO TOWN CENTRE","WDSZ02","MIDVIEW",2629
"165","AMSZ01","ANG MO KIO TOWN CENTRE","WDSZ03","WOODLANDS EAST",5720
"166","AMSZ01","ANG MO KIO TOWN CENTRE","YSSZ06","SPRINGLEAF",13134
"167","AMSZ01","ANG MO KIO TOWN CENTRE","YSSZ07","NEE SOON",74602
"168","AMSZ01","ANG MO KIO TOWN CENTRE","YSSZ09","YISHUN WEST",41789
"169","AMSZ02","CHENG SAN","AMSZ01","ANG MO KIO TOWN CENTRE",404107
"170","AMSZ02","CHENG SAN","AMSZ02","CHENG SAN",2112770
"171","AMSZ02","CHENG SAN","AMSZ03","CHONG BOON",904706
"172","AMSZ02","CHENG SAN","AMSZ04","TOWNSVILLE",135740
"173","AMSZ02","CHENG SAN","AMSZ05","SHANGRI-LA",71511
"174","AMSZ02","CHENG SAN","AMSZ06","KEBUN BAHRU",66
"175","AMSZ02","CHENG SAN","AMSZ07","SEMBAWANG HILLS",23925
"176","AMSZ02","CHENG SAN","AMSZ08","TAGORE",1287
"177","AMSZ02","CHENG SAN","AMSZ09","YIO CHU KANG WEST",74767
"178","AMSZ02","CHENG SAN","AMSZ10","YIO CHU KANG",1225580
"179","AMSZ02","CHENG SAN","AMSZ12","YIO CHU KANG EAST",163856
"180","AMSZ02","CHENG SAN","BDSZ01","KAKI BUKIT",78277
"181","AMSZ02","CHENG SAN","BDSZ02","BEDOK RESERVOIR",844
"182","AMSZ02","CHENG SAN","BDSZ03","KEMBANGAN",34960
"183","AMSZ02","CHENG SAN","BDSZ04","BEDOK NORTH",52429
"184","AMSZ02","CHENG SAN","BDSZ05","FRANKEL",6292
"185","AMSZ02","CHENG SAN","BDSZ06","BEDOK SOUTH",7063
"186","AMSZ02","CHENG SAN","BDSZ08","BAYSHORE",748
"187","AMSZ02","CHENG SAN","BKSZ01","GOMBAK",1447
"188","AMSZ02","CHENG SAN","BKSZ04","GUILIN",4556
"189","AMSZ02","CHENG SAN","BKSZ07","BUKIT BATOK CENTRAL",7380
"190","AMSZ02","CHENG SAN","BMSZ01","MARITIME SQUARE",16013
"191","AMSZ02","CHENG SAN","BMSZ03","REDHILL",3963
"192","AMSZ02","CHENG SAN","BMSZ04","TIONG BAHRU STATION",6696
"193","AMSZ02","CHENG SAN","BMSZ05","SINGAPORE GENERAL HOSPITAL",2775
"194","AMSZ02","CHENG SAN","BMSZ16","EVERTON PARK",1749
"195","AMSZ02","CHENG SAN","BPSZ01","SENJA",152
"196","AMSZ02","CHENG SAN","BPSZ02","SAUJANA",622
"197","AMSZ02","CHENG SAN","BPSZ03","FAJAR",320
"198","AMSZ02","CHENG SAN","BPSZ04","BANGKIT",219
"199","AMSZ02","CHENG SAN","BPSZ05","JELEBU",451
"200","AMSZ02","CHENG SAN","BPSZ06","DAIRY FARM",265
"201","AMSZ02","CHENG SAN","BPSZ07","NATURE RESERVE",314
"202","AMSZ02","CHENG SAN","BSSZ01","UPPER THOMSON",2518
"203","AMSZ02","CHENG SAN","BSSZ02","MARYMOUNT",37917
"204","AMSZ02","CHENG SAN","BSSZ03","BISHAN EAST",256610
"205","AMSZ02","CHENG SAN","BTSZ01","ANAK BUKIT",1090
"206","AMSZ02","CHENG SAN","BTSZ03","HOLLAND ROAD",593
"207","AMSZ02","CHENG SAN","BTSZ06","CORONATION ROAD",760
"208","AMSZ02","CHENG SAN","BTSZ07","LEEDON PARK",2688
"209","AMSZ02","CHENG SAN","BTSZ08","FARRER COURT",2312
"210","AMSZ02","CHENG SAN","CHSZ03","CHANGI AIRPORT",5739
"211","AMSZ02","CHENG SAN","CKSZ01","TECK WHYE",2646
"212","AMSZ02","CHENG SAN","CKSZ03","CHOA CHU KANG CENTRAL",16786
"213","AMSZ02","CHENG SAN","CKSZ06","YEW TEE",13889
"214","AMSZ02","CHENG SAN","CLSZ04","CLEMENTI NORTH",6592
"215","AMSZ02","CHENG SAN","DTSZ01","BUGIS",523
"216","AMSZ02","CHENG SAN","DTSZ02","CITY HALL",28799
"217","AMSZ02","CHENG SAN","DTSZ03","MARINA CENTRE",2159
"218","AMSZ02","CHENG SAN","DTSZ04","PHILLIP",143
"219","AMSZ02","CHENG SAN","DTSZ05","RAFFLES PLACE",39876
"220","AMSZ02","CHENG SAN","DTSZ06","CLIFFORD PIER",979
"221","AMSZ02","CHENG SAN","DTSZ08","CECIL",7238
"222","AMSZ02","CHENG SAN","DTSZ09","TANJONG PAGAR",30572
"223","AMSZ02","CHENG SAN","DTSZ11","CENTRAL SUBZONE",9644
"224","AMSZ02","CHENG SAN","DTSZ12","BAYFRONT SUBZONE",3011
"225","AMSZ02","CHENG SAN","GLSZ02","MACPHERSON",6104
"226","AMSZ02","CHENG SAN","GLSZ03","KAMPONG UBI",19031
"227","AMSZ02","CHENG SAN","GLSZ04","ALJUNIED",8419
"228","AMSZ02","CHENG SAN","GLSZ05","GEYLANG EAST",36285
"229","AMSZ02","CHENG SAN","HGSZ01","HOUGANG CENTRAL",148987
"230","AMSZ02","CHENG SAN","HGSZ02","KANGKAR",84788
"231","AMSZ02","CHENG SAN","HGSZ03","HOUGANG EAST",73975
"232","AMSZ02","CHENG SAN","HGSZ04","HOUGANG WEST",528451
"233","AMSZ02","CHENG SAN","HGSZ05","TRAFALGAR",226875
"234","AMSZ02","CHENG SAN","HGSZ06","KOVAN",52787
"235","AMSZ02","CHENG SAN","HGSZ07","LORONG AH SOO",19899
"236","AMSZ02","CHENG SAN","HGSZ08","TAI SENG",27049
"237","AMSZ02","CHENG SAN","HGSZ09","DEFU INDUSTRIAL PARK",143935
"238","AMSZ02","CHENG SAN","JESZ04","LAKESIDE",1296
"239","AMSZ02","CHENG SAN","JESZ05","JURONG GATEWAY",21538
"240","AMSZ02","CHENG SAN","JWSZ04","TAMAN JURONG",4916
"241","AMSZ02","CHENG SAN","JWSZ09","JURONG WEST CENTRAL",12571
"242","AMSZ02","CHENG SAN","KLSZ01","BENDEMEER",2441
"243","AMSZ02","CHENG SAN","KLSZ02","GEYLANG BAHRU",503
"244","AMSZ02","CHENG SAN","KLSZ03","BOON KENG",1910
"245","AMSZ02","CHENG SAN","KLSZ05","TANJONG RHU",2154
"246","AMSZ02","CHENG SAN","KLSZ06","LAVENDER",7219
"247","AMSZ02","CHENG SAN","KLSZ07","KAMPONG JAVA",179
"248","AMSZ02","CHENG SAN","KLSZ08","KALLANG BAHRU",744
"249","AMSZ02","CHENG SAN","KLSZ09","CRAWFORD",1970
"250","AMSZ02","CHENG SAN","MUSZ01","DHOBY GHAUT",16324
"251","AMSZ02","CHENG SAN","MUSZ03","BRAS BASAH",4009
"252","AMSZ02","CHENG SAN","NTSZ03","NEWTON CIRCUS",56248
"253","AMSZ02","CHENG SAN","NVSZ02","MOULMEIN",64476
"254","AMSZ02","CHENG SAN","ORSZ02","BOULEVARD",62385
"255","AMSZ02","CHENG SAN","ORSZ03","SOMERSET",28635
"256","AMSZ02","CHENG SAN","OTSZ02","PEOPLE'S PARK",5307
"257","AMSZ02","CHENG SAN","OTSZ03","CHINATOWN",13574
"258","AMSZ02","CHENG SAN","OTSZ04","CHINA SQUARE",10200
"259","AMSZ02","CHENG SAN","PGSZ01","NORTHSHORE",98
"260","AMSZ02","CHENG SAN","PGSZ02","PUNGGOL TOWN CENTRE",222
"261","AMSZ02","CHENG SAN","PGSZ03","MATILDA",3158
"262","AMSZ02","CHENG SAN","PGSZ04","PUNGGOL FIELD",15383
"263","AMSZ02","CHENG SAN","PGSZ05","WATERWAY EAST",783
"264","AMSZ02","CHENG SAN","PNSZ01","JOO KOON",3265
"265","AMSZ02","CHENG SAN","PNSZ02","GUL CIRCLE",520
"266","AMSZ02","CHENG SAN","PRSZ01","PASIR RIS WAFER FAB PARK",12364
"267","AMSZ02","CHENG SAN","PRSZ02","PASIR RIS WEST",4543
"268","AMSZ02","CHENG SAN","PRSZ03","PASIR RIS CENTRAL",21452
"269","AMSZ02","CHENG SAN","QTSZ03","COMMONWEALTH",1802
"270","AMSZ02","CHENG SAN","QTSZ06","MEI CHIN",1889
"271","AMSZ02","CHENG SAN","QTSZ08","ONE NORTH",12634
"272","AMSZ02","CHENG SAN","QTSZ09","SINGAPORE POLYTECHNIC",2905
"273","AMSZ02","CHENG SAN","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",9047
"274","AMSZ02","CHENG SAN","QTSZ13","PASIR PANJANG 1",2863
"275","AMSZ02","CHENG SAN","QTSZ15","PORT",2115
"276","AMSZ02","CHENG SAN","RCSZ01","FARRER PARK",4472
"277","AMSZ02","CHENG SAN","RCSZ03","SUNGEI ROAD",183
"278","AMSZ02","CHENG SAN","RCSZ09","BENCOOLEN",355
"279","AMSZ02","CHENG SAN","RCSZ10","VICTORIA",10807
"280","AMSZ02","CHENG SAN","SBSZ03","SEMBAWANG CENTRAL",54806
"281","AMSZ02","CHENG SAN","SESZ02","RIVERVALE",356
"282","AMSZ02","CHENG SAN","SESZ03","SENGKANG TOWN CENTRE",41892
"283","AMSZ02","CHENG SAN","SESZ04","ANCHORVALE",371
"284","AMSZ02","CHENG SAN","SESZ05","COMPASSVALE",16494
"285","AMSZ02","CHENG SAN","SESZ06","FERNVALE",210
"286","AMSZ02","CHENG SAN","SGSZ01","SELETAR HILLS",132484
"287","AMSZ02","CHENG SAN","SGSZ02","SERANGOON NORTH IND ESTATE",537548
"288","AMSZ02","CHENG SAN","SGSZ03","SERANGOON NORTH",923098
"289","AMSZ02","CHENG SAN","SGSZ04","SERANGOON GARDEN",27940
"290","AMSZ02","CHENG SAN","SGSZ05","LORONG CHUAN",13479
"291","AMSZ02","CHENG SAN","SGSZ06","SERANGOON CENTRAL",155522
"292","AMSZ02","CHENG SAN","SKSZ02","TURF CLUB",20508
"293","AMSZ02","CHENG SAN","SRSZ02","CLARKE QUAY",5499
"294","AMSZ02","CHENG SAN","SRSZ03","BOAT QUAY",330
"295","AMSZ02","CHENG SAN","SVSZ01","STRAITS VIEW",760
"296","AMSZ02","CHENG SAN","TMSZ02","TAMPINES EAST",7481
"297","AMSZ02","CHENG SAN","TMSZ03","TAMPINES WEST",1687
"298","AMSZ02","CHENG SAN","TMSZ04","SIMEI",2571
"299","AMSZ02","CHENG SAN","TMSZ05","XILIN",3165
"300","AMSZ02","CHENG SAN","TNSZ01","NASSIM",134
"301","AMSZ02","CHENG SAN","TNSZ04","TYERSALL",1527
"302","AMSZ02","CHENG SAN","TPSZ01","TOA PAYOH WEST",21230
"303","AMSZ02","CHENG SAN","TPSZ02","TOA PAYOH CENTRAL",106541
"304","AMSZ02","CHENG SAN","TPSZ03","BRADDELL",121
"305","AMSZ02","CHENG SAN","TPSZ04","BOON TECK",25762
"306","AMSZ02","CHENG SAN","TPSZ05","LORONG 8 TOA PAYOH",41096
"307","AMSZ02","CHENG SAN","TPSZ09","POTONG PASIR",1090
"308","AMSZ02","CHENG SAN","TPSZ10","BIDADARI",2313
"309","AMSZ02","CHENG SAN","TPSZ12","JOO SENG",8938
"310","AMSZ02","CHENG SAN","TSSZ02","TUAS PROMENADE",382
"311","AMSZ02","CHENG SAN","TSSZ03","TUAS NORTH",1101
"312","AMSZ02","CHENG SAN","WDSZ01","WOODLANDS REGIONAL CENTRE",53892
"313","AMSZ02","CHENG SAN","WDSZ03","WOODLANDS EAST",46454
"314","AMSZ02","CHENG SAN","WDSZ06","WOODLANDS WEST",13644
"315","AMSZ02","CHENG SAN","YSSZ08","KHATIB",42872
"316","AMSZ02","CHENG SAN","YSSZ09","YISHUN WEST",81252
"317","AMSZ03","CHONG BOON","AMSZ01","ANG MO KIO TOWN CENTRE",766678
"318","AMSZ03","CHONG BOON","AMSZ02","CHENG SAN",132176
"319","AMSZ03","CHONG BOON","AMSZ03","CHONG BOON",1311354
"320","AMSZ03","CHONG BOON","AMSZ04","TOWNSVILLE",160006
"321","AMSZ03","CHONG BOON","AMSZ05","SHANGRI-LA",232991
"322","AMSZ03","CHONG BOON","AMSZ06","KEBUN BAHRU",85932
"323","AMSZ03","CHONG BOON","AMSZ09","YIO CHU KANG WEST",107778
"324","AMSZ03","CHONG BOON","AMSZ10","YIO CHU KANG",40051
"325","AMSZ03","CHONG BOON","BDSZ01","KAKI BUKIT",34826
"326","AMSZ03","CHONG BOON","BDSZ02","BEDOK RESERVOIR",4059
"327","AMSZ03","CHONG BOON","BDSZ03","KEMBANGAN",14179
"328","AMSZ03","CHONG BOON","BDSZ04","BEDOK NORTH",30657
"329","AMSZ03","CHONG BOON","BDSZ05","FRANKEL",10901
"330","AMSZ03","CHONG BOON","BDSZ06","BEDOK SOUTH",2970
"331","AMSZ03","CHONG BOON","BDSZ07","SIGLAP",440
"332","AMSZ03","CHONG BOON","BDSZ08","BAYSHORE",374
"333","AMSZ03","CHONG BOON","BMSZ02","BUKIT MERAH",3696
"334","AMSZ03","CHONG BOON","BMSZ03","REDHILL",3267
"335","AMSZ03","CHONG BOON","BMSZ06","ALEXANDRA NORTH",1529
"336","AMSZ03","CHONG BOON","BMSZ08","HENDERSON HILL",2519
"337","AMSZ03","CHONG BOON","BMSZ16","EVERTON PARK",3927
"338","AMSZ03","CHONG BOON","BSSZ01","UPPER THOMSON",150766
"339","AMSZ03","CHONG BOON","BSSZ02","MARYMOUNT",167442
"340","AMSZ03","CHONG BOON","BSSZ03","BISHAN EAST",1014915
"341","AMSZ03","CHONG BOON","BTSZ03","HOLLAND ROAD",49335
"342","AMSZ03","CHONG BOON","BTSZ04","ULU PANDAN",2200
"343","AMSZ03","CHONG BOON","BTSZ06","CORONATION ROAD",19767
"344","AMSZ03","CHONG BOON","BTSZ07","LEEDON PARK",2046
"345","AMSZ03","CHONG BOON","CCSZ01","CENTRAL WATER CATCHMENT",13684
"346","AMSZ03","CHONG BOON","CHSZ03","CHANGI AIRPORT",13035
"347","AMSZ03","CHONG BOON","CLSZ06","CLEMENTI CENTRAL",6754
"348","AMSZ03","CHONG BOON","CLSZ07","CLEMENTI WOODS",2398
"349","AMSZ03","CHONG BOON","DTSZ01","BUGIS",1496
"350","AMSZ03","CHONG BOON","DTSZ02","CITY HALL",726
"351","AMSZ03","CHONG BOON","DTSZ03","MARINA CENTRE",682
"352","AMSZ03","CHONG BOON","DTSZ04","PHILLIP",352
"353","AMSZ03","CHONG BOON","DTSZ06","CLIFFORD PIER",2112
"354","AMSZ03","CHONG BOON","DTSZ08","CECIL",1001
"355","AMSZ03","CHONG BOON","DTSZ11","CENTRAL SUBZONE",2387
"356","AMSZ03","CHONG BOON","DTSZ12","BAYFRONT SUBZONE",110
"357","AMSZ03","CHONG BOON","GLSZ02","MACPHERSON",28897
"358","AMSZ03","CHONG BOON","GLSZ03","KAMPONG UBI",48565
"359","AMSZ03","CHONG BOON","GLSZ04","ALJUNIED",22
