"","ORIGIN_SUB_C","ORIGIN_SUB_N","DESTINATION_SUB_C","DESTINATION_SUB_N","TOTAL_TRIPS"
"17973","NVSZ02","MOULMEIN","CLSZ06","CLEMENTI CENTRAL",1551
"17974","NVSZ02","MOULMEIN","CLSZ07","CLEMENTI WOODS",363
"17975","NVSZ02","MOULMEIN","CLSZ08","CLEMENTI WEST",825
"17976","NVSZ02","MOULMEIN","CLSZ09","PANDAN",33
"17977","NVSZ02","MOULMEIN","DTSZ01","BUGIS",59639
"17978","NVSZ02","MOULMEIN","DTSZ02","CITY HALL",59449
"17979","NVSZ02","MOULMEIN","DTSZ03","MARINA CENTRE",17200
"17980","NVSZ02","MOULMEIN","DTSZ05","RAFFLES PLACE",31572
"17981","NVSZ02","MOULMEIN","DTSZ06","CLIFFORD PIER",9834
"17982","NVSZ02","MOULMEIN","DTSZ08","CECIL",14993
"17983","NVSZ02","MOULMEIN","DTSZ09","TANJONG PAGAR",15842
"17984","NVSZ02","MOULMEIN","DTSZ11","CENTRAL SUBZONE",21761
"17985","NVSZ02","MOULMEIN","DTSZ12","BAYFRONT SUBZONE",3811
"17986","NVSZ02","MOULMEIN","GLSZ02","MACPHERSON",4648
"17987","NVSZ02","MOULMEIN","GLSZ03","KAMPONG UBI",39637
"17988","NVSZ02","MOULMEIN","GLSZ04","ALJUNIED",60332
"17989","NVSZ02","MOULMEIN","GLSZ05","GEYLANG EAST",47622
"17990","NVSZ02","MOULMEIN","HGSZ01","HOUGANG CENTRAL",6286
"17991","NVSZ02","MOULMEIN","HGSZ06","KOVAN",4172
"17992","NVSZ02","MOULMEIN","JESZ02","YUHUA EAST",22
"17993","NVSZ02","MOULMEIN","JESZ04","LAKESIDE",1265
"17994","NVSZ02","MOULMEIN","JESZ05","JURONG GATEWAY",7712
"17995","NVSZ02","MOULMEIN","JESZ08","TEBAN GARDENS",693
"17996","NVSZ02","MOULMEIN","JWSZ04","TAMAN JURONG",3433
"17997","NVSZ02","MOULMEIN","JWSZ09","JURONG WEST CENTRAL",7989
"17998","NVSZ02","MOULMEIN","KLSZ01","BENDEMEER",228947
"17999","NVSZ02","MOULMEIN","KLSZ02","GEYLANG BAHRU",66
"18000","NVSZ02","MOULMEIN","KLSZ03","BOON KENG",60283
"18001","NVSZ02","MOULMEIN","KLSZ04","KAMPONG BUGIS",3223
"18002","NVSZ02","MOULMEIN","KLSZ05","TANJONG RHU",1518
"18003","NVSZ02","MOULMEIN","KLSZ06","LAVENDER",85186
"18004","NVSZ02","MOULMEIN","KLSZ07","KAMPONG JAVA",606795
"18005","NVSZ02","MOULMEIN","KLSZ08","KALLANG BAHRU",60105
"18006","NVSZ02","MOULMEIN","KLSZ09","CRAWFORD",16184
"18007","NVSZ02","MOULMEIN","MDSZ02","MANDAI EAST",9108
"18008","NVSZ02","MOULMEIN","MDSZ03","MANDAI ESTATE",5676
"18009","NVSZ02","MOULMEIN","MPSZ01","MOUNTBATTEN",5148
"18010","NVSZ02","MOULMEIN","MPSZ02","KATONG",451
"18011","NVSZ02","MOULMEIN","MPSZ03","MARINE PARADE",13046
"18012","NVSZ02","MOULMEIN","MUSZ01","DHOBY GHAUT",35297
"18013","NVSZ02","MOULMEIN","MUSZ02","FORT CANNING",7491
"18014","NVSZ02","MOULMEIN","MUSZ03","BRAS BASAH",29813
"18015","NVSZ02","MOULMEIN","NTSZ03","NEWTON CIRCUS",346656
"18016","NVSZ02","MOULMEIN","NVSZ01","BALESTIER",504075
"18017","NVSZ02","MOULMEIN","NVSZ02","MOULMEIN",202312
"18018","NVSZ02","MOULMEIN","NVSZ03","MALCOLM",84722
"18019","NVSZ02","MOULMEIN","NVSZ05","MOUNT PLEASANT",76747
"18020","NVSZ02","MOULMEIN","ORSZ02","BOULEVARD",241687
"18021","NVSZ02","MOULMEIN","ORSZ03","SOMERSET",85601
"18022","NVSZ02","MOULMEIN","OTSZ01","PEARL'S HILL",2222
"18023","NVSZ02","MOULMEIN","OTSZ02","PEOPLE'S PARK",2790
"18024","NVSZ02","MOULMEIN","OTSZ03","CHINATOWN",39494
"18025","NVSZ02","MOULMEIN","OTSZ04","CHINA SQUARE",10018
"18026","NVSZ02","MOULMEIN","PGSZ01","NORTHSHORE",59
"18027","NVSZ02","MOULMEIN","PGSZ02","PUNGGOL TOWN CENTRE",534
"18028","NVSZ02","MOULMEIN","PGSZ03","MATILDA",7218
"18029","NVSZ02","MOULMEIN","PGSZ04","PUNGGOL FIELD",2337
"18030","NVSZ02","MOULMEIN","PGSZ05","WATERWAY EAST",1918
"18031","NVSZ02","MOULMEIN","PNSZ01","JOO KOON",513
"18032","NVSZ02","MOULMEIN","PNSZ02","GUL CIRCLE",38
"18033","NVSZ02","MOULMEIN","PRSZ01","PASIR RIS WAFER FAB PARK",55
"18034","NVSZ02","MOULMEIN","PRSZ02","PASIR RIS WEST",275
"18035","NVSZ02","MOULMEIN","PRSZ03","PASIR RIS CENTRAL",9501
"18036","NVSZ02","MOULMEIN","PRSZ05","PASIR RIS DRIVE",6325
"18037","NVSZ02","MOULMEIN","PRSZ08","FLORA DRIVE",2299
"18038","NVSZ02","MOULMEIN","QTSZ03","COMMONWEALTH",2040
"18039","NVSZ02","MOULMEIN","QTSZ06","MEI CHIN",2433
"18040","NVSZ02","MOULMEIN","QTSZ08","ONE NORTH",2687
"18041","NVSZ02","MOULMEIN","QTSZ09","SINGAPORE POLYTECHNIC",1227
"18042","NVSZ02","MOULMEIN","QTSZ10","DOVER",748
"18043","NVSZ02","MOULMEIN","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",1409
"18044","NVSZ02","MOULMEIN","QTSZ12","KENT RIDGE",231
"18045","NVSZ02","MOULMEIN","QTSZ13","PASIR PANJANG 1",778
"18046","NVSZ02","MOULMEIN","QTSZ14","PASIR PANJANG 2",1771
"18047","NVSZ02","MOULMEIN","QTSZ15","PORT",1795
"18048","NVSZ02","MOULMEIN","RCSZ01","FARRER PARK",527430
"18049","NVSZ02","MOULMEIN","RCSZ02","LITTLE INDIA",59466
"18050","NVSZ02","MOULMEIN","RCSZ03","SUNGEI ROAD",16
"18051","NVSZ02","MOULMEIN","RCSZ04","ROCHOR CANAL",36025
"18052","NVSZ02","MOULMEIN","RCSZ05","KAMPONG GLAM",18370
"18053","NVSZ02","MOULMEIN","RCSZ09","BENCOOLEN",199
"18054","NVSZ02","MOULMEIN","RCSZ10","VICTORIA",109821
"18055","NVSZ02","MOULMEIN","RVSZ02","PATERSON",8943
"18056","NVSZ02","MOULMEIN","RVSZ03","LEONIE HILL",11330
"18057","NVSZ02","MOULMEIN","RVSZ04","OXLEY",5148
"18058","NVSZ02","MOULMEIN","SBSZ02","SEMBAWANG SPRINGS",4774
"18059","NVSZ02","MOULMEIN","SBSZ03","SEMBAWANG CENTRAL",29512
"18060","NVSZ02","MOULMEIN","SBSZ04","SEMBAWANG NORTH",847
"18061","NVSZ02","MOULMEIN","SBSZ05","ADMIRALTY",2189
"18062","NVSZ02","MOULMEIN","SESZ02","RIVERVALE",1899
"18063","NVSZ02","MOULMEIN","SESZ03","SENGKANG TOWN CENTRE",9190
"18064","NVSZ02","MOULMEIN","SESZ04","ANCHORVALE",842
"18065","NVSZ02","MOULMEIN","SESZ05","COMPASSVALE",3907
"18066","NVSZ02","MOULMEIN","SESZ06","FERNVALE",1165
"18067","NVSZ02","MOULMEIN","SGSZ05","LORONG CHUAN",3617
"18068","NVSZ02","MOULMEIN","SGSZ06","SERANGOON CENTRAL",18854
"18069","NVSZ02","MOULMEIN","SKSZ02","TURF CLUB",3558
"18070","NVSZ02","MOULMEIN","SRSZ01","ROBERTSON QUAY",10549
"18071","NVSZ02","MOULMEIN","SRSZ02","CLARKE QUAY",11625
"18072","NVSZ02","MOULMEIN","SRSZ03","BOAT QUAY",12639
"18073","NVSZ02","MOULMEIN","SVSZ01","STRAITS VIEW",365
"18074","NVSZ02","MOULMEIN","TMSZ02","TAMPINES EAST",18399
"18075","NVSZ02","MOULMEIN","TMSZ03","TAMPINES WEST",13798
"18076","NVSZ02","MOULMEIN","TMSZ04","SIMEI",12230
"18077","NVSZ02","MOULMEIN","TMSZ05","XILIN",696
"18078","NVSZ02","MOULMEIN","TNSZ01","NASSIM",117
"18079","NVSZ02","MOULMEIN","TNSZ04","TYERSALL",240
"18080","NVSZ02","MOULMEIN","TPSZ01","TOA PAYOH WEST",64535
"18081","NVSZ02","MOULMEIN","TPSZ02","TOA PAYOH CENTRAL",246136
"18082","NVSZ02","MOULMEIN","TPSZ03","BRADDELL",26510
"18083","NVSZ02","MOULMEIN","TPSZ04","BOON TECK",21615
"18084","NVSZ02","MOULMEIN","TPSZ09","POTONG PASIR",547
"18085","NVSZ02","MOULMEIN","TPSZ10","BIDADARI",1661
"18086","NVSZ02","MOULMEIN","TPSZ11","SENNETT",2772
"18087","NVSZ02","MOULMEIN","TPSZ12","JOO SENG",2247
"18088","NVSZ02","MOULMEIN","TSSZ02","TUAS PROMENADE",384
"18089","NVSZ02","MOULMEIN","TSSZ03","TUAS NORTH",227
"18090","NVSZ02","MOULMEIN","WDSZ01","WOODLANDS REGIONAL CENTRE",23769
"18091","NVSZ02","MOULMEIN","WDSZ03","WOODLANDS EAST",23012
"18092","NVSZ02","MOULMEIN","WDSZ06","WOODLANDS WEST",5946
"18093","NVSZ02","MOULMEIN","YSSZ01","YISHUN CENTRAL",7766
"18094","NVSZ02","MOULMEIN","YSSZ02","NORTHLAND",22
"18095","NVSZ02","MOULMEIN","YSSZ04","YISHUN SOUTH",11
"18096","NVSZ02","MOULMEIN","YSSZ05","LOWER SELETAR",77
"18097","NVSZ02","MOULMEIN","YSSZ06","SPRINGLEAF",517
"18098","NVSZ02","MOULMEIN","YSSZ07","NEE SOON",12441
"18099","NVSZ02","MOULMEIN","YSSZ08","KHATIB",30727
"18100","NVSZ02","MOULMEIN","YSSZ09","YISHUN WEST",47916
"18101","NVSZ03","MALCOLM","AMSZ01","ANG MO KIO TOWN CENTRE",6017
"18102","NVSZ03","MALCOLM","AMSZ04","TOWNSVILLE",1771
"18103","NVSZ03","MALCOLM","AMSZ05","SHANGRI-LA",13156
"18104","NVSZ03","MALCOLM","AMSZ06","KEBUN BAHRU",8272
"18105","NVSZ03","MALCOLM","AMSZ07","SEMBAWANG HILLS",4719
"18106","NVSZ03","MALCOLM","AMSZ08","TAGORE",9031
"18107","NVSZ03","MALCOLM","AMSZ09","YIO CHU KANG WEST",4686
"18108","NVSZ03","MALCOLM","AMSZ10","YIO CHU KANG",110
"18109","NVSZ03","MALCOLM","BDSZ01","KAKI BUKIT",18172
"18110","NVSZ03","MALCOLM","BDSZ02","BEDOK RESERVOIR",7238
"18111","NVSZ03","MALCOLM","BDSZ03","KEMBANGAN",1507
"18112","NVSZ03","MALCOLM","BDSZ04","BEDOK NORTH",2035
"18113","NVSZ03","MALCOLM","BDSZ05","FRANKEL",8767
"18114","NVSZ03","MALCOLM","BDSZ06","BEDOK SOUTH",2112
"18115","NVSZ03","MALCOLM","BKSZ02","HONG KAH NORTH",2959
"18116","NVSZ03","MALCOLM","BKSZ03","BRICKWORKS",1980
"18117","NVSZ03","MALCOLM","BKSZ07","BUKIT BATOK CENTRAL",6776
"18118","NVSZ03","MALCOLM","BKSZ08","BUKIT BATOK EAST",5467
"18119","NVSZ03","MALCOLM","BLSZ01","TUKANG",77
"18120","NVSZ03","MALCOLM","BMSZ02","BUKIT MERAH",20229
"18121","NVSZ03","MALCOLM","BMSZ03","REDHILL",11286
"18122","NVSZ03","MALCOLM","BMSZ06","ALEXANDRA NORTH",7986
"18123","NVSZ03","MALCOLM","BMSZ07","ALEXANDRA HILL",17886
"18124","NVSZ03","MALCOLM","BMSZ08","HENDERSON HILL",8811
"18125","NVSZ03","MALCOLM","BMSZ09","BUKIT HO SWEE",1969
"18126","NVSZ03","MALCOLM","BMSZ16","EVERTON PARK",1353
"18127","NVSZ03","MALCOLM","BPSZ01","SENJA",11
"18128","NVSZ03","MALCOLM","BPSZ02","SAUJANA",44
"18129","NVSZ03","MALCOLM","BPSZ03","FAJAR",253
"18130","NVSZ03","MALCOLM","BPSZ04","BANGKIT",4136
"18131","NVSZ03","MALCOLM","BPSZ05","JELEBU",17336
"18132","NVSZ03","MALCOLM","BPSZ06","DAIRY FARM",9339
"18133","NVSZ03","MALCOLM","BSSZ01","UPPER THOMSON",75977
"18134","NVSZ03","MALCOLM","BSSZ02","MARYMOUNT",11110
"18135","NVSZ03","MALCOLM","BSSZ03","BISHAN EAST",11033
"18136","NVSZ03","MALCOLM","BTSZ01","ANAK BUKIT",17347
"18137","NVSZ03","MALCOLM","BTSZ02","SWISS CLUB",3707
"18138","NVSZ03","MALCOLM","BTSZ03","HOLLAND ROAD",23397
"18139","NVSZ03","MALCOLM","BTSZ04","ULU PANDAN",7304
"18140","NVSZ03","MALCOLM","BTSZ06","CORONATION ROAD",33286
"18141","NVSZ03","MALCOLM","BTSZ07","LEEDON PARK",2068
"18142","NVSZ03","MALCOLM","CCSZ01","CENTRAL WATER CATCHMENT",12903
"18143","NVSZ03","MALCOLM","CKSZ01","TECK WHYE",682
"18144","NVSZ03","MALCOLM","CKSZ02","KEAT HONG",715
"18145","NVSZ03","MALCOLM","CKSZ03","CHOA CHU KANG CENTRAL",803
"18146","NVSZ03","MALCOLM","CLSZ03","FABER",66
"18147","NVSZ03","MALCOLM","CLSZ04","CLEMENTI NORTH",2123
"18148","NVSZ03","MALCOLM","CLSZ05","WEST COAST",2299
"18149","NVSZ03","MALCOLM","CLSZ06","CLEMENTI CENTRAL",18612
"18150","NVSZ03","MALCOLM","CLSZ07","CLEMENTI WOODS",1859
"18151","NVSZ03","MALCOLM","DTSZ01","BUGIS",15433
"18152","NVSZ03","MALCOLM","DTSZ02","CITY HALL",4895
"18153","NVSZ03","MALCOLM","DTSZ03","MARINA CENTRE",2959
"18154","NVSZ03","MALCOLM","DTSZ04","PHILLIP",11
"18155","NVSZ03","MALCOLM","DTSZ06","CLIFFORD PIER",1914
"18156","NVSZ03","MALCOLM","DTSZ08","CECIL",1045
"18157","NVSZ03","MALCOLM","DTSZ09","TANJONG PAGAR",55
"18158","NVSZ03","MALCOLM","DTSZ11","CENTRAL SUBZONE",2629
"18159","NVSZ03","MALCOLM","GLSZ02","MACPHERSON",1793
"18160","NVSZ03","MALCOLM","GLSZ03","KAMPONG UBI",16511
"18161","NVSZ03","MALCOLM","GLSZ04","ALJUNIED",5676
"18162","NVSZ03","MALCOLM","GLSZ05","GEYLANG EAST",1232
"18163","NVSZ03","MALCOLM","JESZ03","TOH GUAN",1177
"18164","NVSZ03","MALCOLM","JESZ05","JURONG GATEWAY",429
"18165","NVSZ03","MALCOLM","JESZ06","INTERNATIONAL BUSINESS PARK",429
"18166","NVSZ03","MALCOLM","JESZ07","JURONG RIVER",165
"18167","NVSZ03","MALCOLM","JESZ08","TEBAN GARDENS",638
"18168","NVSZ03","MALCOLM","JWSZ04","TAMAN JURONG",3190
"18169","NVSZ03","MALCOLM","JWSZ05","CHIN BEE",55
"18170","NVSZ03","MALCOLM","JWSZ09","JURONG WEST CENTRAL",1188
"18171","NVSZ03","MALCOLM","KLSZ01","BENDEMEER",6006
"18172","NVSZ03","MALCOLM","KLSZ03","BOON KENG",2156
"18173","NVSZ03","MALCOLM","KLSZ06","LAVENDER",5709
"18174","NVSZ03","MALCOLM","KLSZ07","KAMPONG JAVA",13332
"18175","NVSZ03","MALCOLM","KLSZ08","KALLANG BAHRU",6127
"18176","NVSZ03","MALCOLM","MDSZ02","MANDAI EAST",7711
"18177","NVSZ03","MALCOLM","MDSZ03","MANDAI ESTATE",3102
"18178","NVSZ03","MALCOLM","MPSZ01","MOUNTBATTEN",1584
"18179","NVSZ03","MALCOLM","MPSZ02","KATONG",418
"18180","NVSZ03","MALCOLM","MPSZ03","MARINE PARADE",7667
"18181","NVSZ03","MALCOLM","MUSZ01","DHOBY GHAUT",14641
"18182","NVSZ03","MALCOLM","MUSZ03","BRAS BASAH",6600
"18183","NVSZ03","MALCOLM","NTSZ02","GOODWOOD PARK",8382
"18184","NVSZ03","MALCOLM","NTSZ03","NEWTON CIRCUS",133661
"18185","NVSZ03","MALCOLM","NVSZ01","BALESTIER",20328
"18186","NVSZ03","MALCOLM","NVSZ02","MOULMEIN",108108
"18187","NVSZ03","MALCOLM","NVSZ03","MALCOLM",104522
"18188","NVSZ03","MALCOLM","NVSZ05","MOUNT PLEASANT",21989
"18189","NVSZ03","MALCOLM","ORSZ02","BOULEVARD",102234
"18190","NVSZ03","MALCOLM","ORSZ03","SOMERSET",26092
"18191","NVSZ03","MALCOLM","OTSZ03","CHINATOWN",869
"18192","NVSZ03","MALCOLM","OTSZ04","CHINA SQUARE",1188
"18193","NVSZ03","MALCOLM","PRSZ03","PASIR RIS CENTRAL",231
"18194","NVSZ03","MALCOLM","PRSZ05","PASIR RIS DRIVE",440
"18195","NVSZ03","MALCOLM","PRSZ08","FLORA DRIVE",1243
"18196","NVSZ03","MALCOLM","QTSZ04","TANGLIN HALT",2508
"18197","NVSZ03","MALCOLM","QTSZ05","MARGARET DRIVE",26697
"18198","NVSZ03","MALCOLM","QTSZ06","MEI CHIN",10087
"18199","NVSZ03","MALCOLM","QTSZ08","ONE NORTH",880
"18200","NVSZ03","MALCOLM","QTSZ09","SINGAPORE POLYTECHNIC",1903
"18201","NVSZ03","MALCOLM","QTSZ10","DOVER",2387
"18202","NVSZ03","MALCOLM","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",3762
"18203","NVSZ03","MALCOLM","RCSZ01","FARRER PARK",95535
"18204","NVSZ03","MALCOLM","RCSZ02","LITTLE INDIA",5555
"18205","NVSZ03","MALCOLM","RCSZ04","ROCHOR CANAL",6611
"18206","NVSZ03","MALCOLM","RCSZ05","KAMPONG GLAM",2497
"18207","NVSZ03","MALCOLM","RVSZ01","ONE TREE HILL",10978
"18208","NVSZ03","MALCOLM","SBSZ02","SEMBAWANG SPRINGS",2200
"18209","NVSZ03","MALCOLM","SBSZ03","SEMBAWANG CENTRAL",3707
"18210","NVSZ03","MALCOLM","SBSZ04","SEMBAWANG NORTH",352
"18211","NVSZ03","MALCOLM","SBSZ05","ADMIRALTY",627
"18212","NVSZ03","MALCOLM","SGSZ05","LORONG CHUAN",44
"18213","NVSZ03","MALCOLM","SGSZ07","UPPER PAYA LEBAR",253
"18214","NVSZ03","MALCOLM","SISZ01","SENTOSA",11
"18215","NVSZ03","MALCOLM","SRSZ01","ROBERTSON QUAY",253
"18216","NVSZ03","MALCOLM","SRSZ02","CLARKE QUAY",99
"18217","NVSZ03","MALCOLM","SRSZ03","BOAT QUAY",1067
"18218","NVSZ03","MALCOLM","TMSZ02","TAMPINES EAST",484
"18219","NVSZ03","MALCOLM","TMSZ03","TAMPINES WEST",6468
"18220","NVSZ03","MALCOLM","TMSZ04","SIMEI",5093
"18221","NVSZ03","MALCOLM","TNSZ01","NASSIM",78452
"18222","NVSZ03","MALCOLM","TNSZ02","CHATSWORTH",11638
"18223","NVSZ03","MALCOLM","TNSZ03","RIDOUT",11132
"18224","NVSZ03","MALCOLM","TNSZ04","TYERSALL",115060
"18225","NVSZ03","MALCOLM","TPSZ01","TOA PAYOH WEST",27489
"18226","NVSZ03","MALCOLM","TPSZ02","TOA PAYOH CENTRAL",92433
"18227","NVSZ03","MALCOLM","TPSZ03","BRADDELL",11132
"18228","NVSZ03","MALCOLM","TPSZ04","BOON TECK",7469
"18229","NVSZ03","MALCOLM","TPSZ11","SENNETT",1727
"18230","NVSZ03","MALCOLM","WDSZ01","WOODLANDS REGIONAL CENTRE",6402
"18231","NVSZ03","MALCOLM","WDSZ06","WOODLANDS WEST",7337
"18232","NVSZ03","MALCOLM","YSSZ01","YISHUN CENTRAL",4928
"18233","NVSZ03","MALCOLM","YSSZ06","SPRINGLEAF",231
"18234","NVSZ03","MALCOLM","YSSZ07","NEE SOON",7293
"18235","NVSZ03","MALCOLM","YSSZ08","KHATIB",4103
"18236","NVSZ03","MALCOLM","YSSZ09","YISHUN WEST",1485
"18237","NVSZ04","DUNEARN","AMSZ01","ANG MO KIO TOWN CENTRE",2299
"18238","NVSZ04","DUNEARN","AMSZ02","CHENG SAN",2035
"18239","NVSZ04","DUNEARN","AMSZ03","CHONG BOON",1991
"18240","NVSZ04","DUNEARN","AMSZ05","SHANGRI-LA",4730
"18241","NVSZ04","DUNEARN","AMSZ06","KEBUN BAHRU",3289
"18242","NVSZ04","DUNEARN","BDSZ01","KAKI BUKIT",605
"18243","NVSZ04","DUNEARN","BDSZ02","BEDOK RESERVOIR",121
"18244","NVSZ04","DUNEARN","BDSZ03","KEMBANGAN",924
"18245","NVSZ04","DUNEARN","BDSZ04","BEDOK NORTH",1859
"18246","NVSZ04","DUNEARN","BDSZ05","FRANKEL",9482
"18247","NVSZ04","DUNEARN","BDSZ06","BEDOK SOUTH",2937
"18248","NVSZ04","DUNEARN","BKSZ01","GOMBAK",8657
"18249","NVSZ04","DUNEARN","BKSZ06","BUKIT BATOK WEST",704
"18250","NVSZ04","DUNEARN","BKSZ07","BUKIT BATOK CENTRAL",6974
"18251","NVSZ04","DUNEARN","BKSZ09","BUKIT BATOK SOUTH",660
"18252","NVSZ04","DUNEARN","BMSZ01","MARITIME SQUARE",3355
"18253","NVSZ04","DUNEARN","BMSZ03","REDHILL",1320
"18254","NVSZ04","DUNEARN","BMSZ07","ALEXANDRA HILL",7766
"18255","NVSZ04","DUNEARN","BMSZ08","HENDERSON HILL",792
"18256","NVSZ04","DUNEARN","BMSZ11","KAMPONG TIONG BAHRU",572
"18257","NVSZ04","DUNEARN","BMSZ13","TELOK BLANGAH DRIVE",5269
"18258","NVSZ04","DUNEARN","BMSZ15","TELOK BLANGAH RISE",1122
"18259","NVSZ04","DUNEARN","BPSZ01","SENJA",10142
"18260","NVSZ04","DUNEARN","BPSZ02","SAUJANA",19954
"18261","NVSZ04","DUNEARN","BPSZ03","FAJAR",80047
"18262","NVSZ04","DUNEARN","BPSZ04","BANGKIT",110869
"18263","NVSZ04","DUNEARN","BPSZ05","JELEBU",54296
"18264","NVSZ04","DUNEARN","BPSZ06","DAIRY FARM",11913
"18265","NVSZ04","DUNEARN","BSSZ01","UPPER THOMSON",19888
"18266","NVSZ04","DUNEARN","BSSZ02","MARYMOUNT",24585
"18267","NVSZ04","DUNEARN","BSSZ03","BISHAN EAST",9262
"18268","NVSZ04","DUNEARN","BTSZ01","ANAK BUKIT",6930
"18269","NVSZ04","DUNEARN","BTSZ03","HOLLAND ROAD",10824
"18270","NVSZ04","DUNEARN","BTSZ04","ULU PANDAN",3696
"18271","NVSZ04","DUNEARN","BTSZ06","CORONATION ROAD",38522
"18272","NVSZ04","DUNEARN","BTSZ07","LEEDON PARK",4884
"18273","NVSZ04","DUNEARN","CCSZ01","CENTRAL WATER CATCHMENT",19404
"18274","NVSZ04","DUNEARN","CKSZ01","TECK WHYE",24332
"18275","NVSZ04","DUNEARN","CKSZ02","KEAT HONG",11
"18276","NVSZ04","DUNEARN","CKSZ03","CHOA CHU KANG CENTRAL",27467
"18277","NVSZ04","DUNEARN","CLSZ06","CLEMENTI CENTRAL",7260
"18278","NVSZ04","DUNEARN","CLSZ07","CLEMENTI WOODS",792
"18279","NVSZ04","DUNEARN","DTSZ02","CITY HALL",990
"18280","NVSZ04","DUNEARN","DTSZ03","MARINA CENTRE",814
"18281","NVSZ04","DUNEARN","GLSZ02","MACPHERSON",18557
"18282","NVSZ04","DUNEARN","GLSZ03","KAMPONG UBI",1342
"18283","NVSZ04","DUNEARN","GLSZ04","ALJUNIED",6116
"18284","NVSZ04","DUNEARN","GLSZ05","GEYLANG EAST",10373
"18285","NVSZ04","DUNEARN","HGSZ01","HOUGANG CENTRAL",3993
"18286","NVSZ04","DUNEARN","HGSZ02","KANGKAR",3696
"18287","NVSZ04","DUNEARN","HGSZ04","HOUGANG WEST",880
"18288","NVSZ04","DUNEARN","HGSZ05","TRAFALGAR",3927
"18289","NVSZ04","DUNEARN","HGSZ06","KOVAN",7315
"18290","NVSZ04","DUNEARN","HGSZ07","LORONG AH SOO",5731
"18291","NVSZ04","DUNEARN","HGSZ08","TAI SENG",16984
"18292","NVSZ04","DUNEARN","JESZ01","YUHUA WEST",1320
"18293","NVSZ04","DUNEARN","JESZ02","YUHUA EAST",385
"18294","NVSZ04","DUNEARN","JWSZ02","BOON LAY PLACE",154
"18295","NVSZ04","DUNEARN","JWSZ03","HONG KAH",1771
"18296","NVSZ04","DUNEARN","JWSZ09","JURONG WEST CENTRAL",638
"18297","NVSZ04","DUNEARN","KLSZ01","BENDEMEER",3124
"18298","NVSZ04","DUNEARN","KLSZ03","BOON KENG",1628
"18299","NVSZ04","DUNEARN","KLSZ06","LAVENDER",4015
"18300","NVSZ04","DUNEARN","KLSZ07","KAMPONG JAVA",4807
"18301","NVSZ04","DUNEARN","KLSZ08","KALLANG BAHRU",3762
"18302","NVSZ04","DUNEARN","MPSZ01","MOUNTBATTEN",1793
"18303","NVSZ04","DUNEARN","MPSZ02","KATONG",407
"18304","NVSZ04","DUNEARN","MPSZ03","MARINE PARADE",7161
"18305","NVSZ04","DUNEARN","MUSZ01","DHOBY GHAUT",2288
"18306","NVSZ04","DUNEARN","MUSZ03","BRAS BASAH",1628
"18307","NVSZ04","DUNEARN","NTSZ03","NEWTON CIRCUS",5676
"18308","NVSZ04","DUNEARN","NVSZ01","BALESTIER",90189
"18309","NVSZ04","DUNEARN","NVSZ02","MOULMEIN",28325
"18310","NVSZ04","DUNEARN","NVSZ03","MALCOLM",61578
"18311","NVSZ04","DUNEARN","NVSZ04","DUNEARN",46442
"18312","NVSZ04","DUNEARN","NVSZ05","MOUNT PLEASANT",67452
"18313","NVSZ04","DUNEARN","ORSZ02","BOULEVARD",15554
"18314","NVSZ04","DUNEARN","ORSZ03","SOMERSET",5577
"18315","NVSZ04","DUNEARN","QTSZ02","HOLLAND DRIVE",143
"18316","NVSZ04","DUNEARN","QTSZ05","MARGARET DRIVE",5830
"18317","NVSZ04","DUNEARN","QTSZ06","MEI CHIN",10736
"18318","NVSZ04","DUNEARN","QTSZ08","ONE NORTH",341
"18319","NVSZ04","DUNEARN","QTSZ09","SINGAPORE POLYTECHNIC",2002
"18320","NVSZ04","DUNEARN","QTSZ10","DOVER",913
"18321","NVSZ04","DUNEARN","RCSZ01","FARRER PARK",32208
"18322","NVSZ04","DUNEARN","RCSZ02","LITTLE INDIA",2772
"18323","NVSZ04","DUNEARN","RCSZ04","ROCHOR CANAL",2794
"18324","NVSZ04","DUNEARN","RCSZ05","KAMPONG GLAM",1870
"18325","NVSZ04","DUNEARN","SBSZ03","SEMBAWANG CENTRAL",22
"18326","NVSZ04","DUNEARN","SESZ03","SENGKANG TOWN CENTRE",2783
"18327","NVSZ04","DUNEARN","SESZ04","ANCHORVALE",1441
"18328","NVSZ04","DUNEARN","SESZ05","COMPASSVALE",330
"18329","NVSZ04","DUNEARN","SGSZ02","SERANGOON NORTH IND ESTATE",1463
"18330","NVSZ04","DUNEARN","SGSZ03","SERANGOON NORTH",5060
"18331","NVSZ04","DUNEARN","SGSZ04","SERANGOON GARDEN",10791
"18332","NVSZ04","DUNEARN","SGSZ05","LORONG CHUAN",8690
"18333","NVSZ04","DUNEARN","SGSZ06","SERANGOON CENTRAL",14047
"18334","NVSZ04","DUNEARN","SKSZ01","KRANJI",1001
"18335","NVSZ04","DUNEARN","SKSZ02","TURF CLUB",44
"18336","NVSZ04","DUNEARN","SKSZ03","GALI BATU",5390
"18337","NVSZ04","DUNEARN","TMSZ02","TAMPINES EAST",165
"18338","NVSZ04","DUNEARN","TMSZ03","TAMPINES WEST",143
