"","ORIGIN_SUB_C","ORIGIN_SUB_N","DESTINATION_SUB_C","DESTINATION_SUB_N","TOTAL_TRIPS"
"2258","BDSZ08","BAYSHORE","KLSZ01","BENDEMEER",825
"2382","BKSZ01","GOMBAK","KLSZ01","BENDEMEER",4740
"2498","BKSZ02","HONG KAH NORTH","KLSZ01","BENDEMEER",715
"2551","BKSZ03","BRICKWORKS","KLSZ01","BENDEMEER",693
"2649","BKSZ04","GUILIN","KLSZ01","BENDEMEER",1186
"2779","BKSZ05","HILLVIEW","KLSZ01","BENDEMEER",539
"2945","BKSZ07","BUKIT BATOK CENTRAL","KLSZ01","BENDEMEER",240
"3082","BKSZ08","BUKIT BATOK EAST","KLSZ01","BENDEMEER",308
"3348","BMSZ01","MARITIME SQUARE","KLSZ01","BENDEMEER",3152
"3672","BMSZ03","REDHILL","KLSZ01","BENDEMEER",1051
"3843","BMSZ04","TIONG BAHRU STATION","KLSZ01","BENDEMEER",3085
"4024","BMSZ05","SINGAPORE GENERAL HOSPITAL","KLSZ01","BENDEMEER",1136
"4246","BMSZ07","ALEXANDRA HILL","KLSZ01","BENDEMEER",451
"4368","BMSZ08","HENDERSON HILL","KLSZ01","BENDEMEER",3036
"4495","BMSZ09","BUKIT HO SWEE","KLSZ01","BENDEMEER",1584
"4690","BMSZ11","KAMPONG TIONG BAHRU","KLSZ01","BENDEMEER",231
"4841","BMSZ13","TELOK BLANGAH DRIVE","KLSZ01","BENDEMEER",33
"4929","BMSZ14","TELOK BLANGAH WAY","KLSZ01","BENDEMEER",451
"5003","BMSZ15","TELOK BLANGAH RISE","KLSZ01","BENDEMEER",671
"5336","BPSZ01","SENJA","KLSZ01","BENDEMEER",2
"5461","BPSZ02","SAUJANA","KLSZ01","BENDEMEER",13
"5580","BPSZ03","FAJAR","KLSZ01","BENDEMEER",7
"5713","BPSZ04","BANGKIT","KLSZ01","BENDEMEER",7
"5873","BPSZ05","JELEBU","KLSZ01","BENDEMEER",80
"6032","BPSZ06","DAIRY FARM","KLSZ01","BENDEMEER",236
"6180","BPSZ07","NATURE RESERVE","KLSZ01","BENDEMEER",830
"6333","BSSZ01","UPPER THOMSON","KLSZ01","BENDEMEER",7064
"6489","BSSZ02","MARYMOUNT","KLSZ01","BENDEMEER",1221
"6631","BSSZ03","BISHAN EAST","KLSZ01","BENDEMEER",3238
"6818","BTSZ01","ANAK BUKIT","KLSZ01","BENDEMEER",1593
"6970","BTSZ02","SWISS CLUB","KLSZ01","BENDEMEER",561
"7112","BTSZ03","HOLLAND ROAD","KLSZ01","BENDEMEER",218
"7248","BTSZ05","HILLCREST","KLSZ01","BENDEMEER",429
"7374","BTSZ06","CORONATION ROAD","KLSZ01","BENDEMEER",362
"7540","BTSZ07","LEEDON PARK","KLSZ01","BENDEMEER",124
"7687","BTSZ08","FARRER COURT","KLSZ01","BENDEMEER",136
"8021","CHSZ03","CHANGI AIRPORT","KLSZ01","BENDEMEER",121
"8178","CKSZ01","TECK WHYE","KLSZ01","BENDEMEER",159
"8357","CKSZ03","CHOA CHU KANG CENTRAL","KLSZ01","BENDEMEER",409
"8521","CKSZ06","YEW TEE","KLSZ01","BENDEMEER",214
"8841","CLSZ04","CLEMENTI NORTH","KLSZ01","BENDEMEER",1080
"9074","CLSZ06","CLEMENTI CENTRAL","KLSZ01","BENDEMEER",363
"9399","DTSZ01","BUGIS","KLSZ01","BENDEMEER",3996
"9590","DTSZ02","CITY HALL","KLSZ01","BENDEMEER",516
"9778","DTSZ03","MARINA CENTRE","KLSZ01","BENDEMEER",1216
"9928","DTSZ05","RAFFLES PLACE","KLSZ01","BENDEMEER",98
"10193","DTSZ08","CECIL","KLSZ01","BENDEMEER",198
"10322","DTSZ09","TANJONG PAGAR","KLSZ01","BENDEMEER",180
"10441","DTSZ10","ANSON","KLSZ01","BENDEMEER",66
"10571","DTSZ11","CENTRAL SUBZONE","KLSZ01","BENDEMEER",955
"10725","DTSZ12","BAYFRONT SUBZONE","KLSZ01","BENDEMEER",1154
"10848","GLSZ01","KALLANG WAY","KLSZ01","BENDEMEER",18073
"10992","GLSZ02","MACPHERSON","KLSZ01","BENDEMEER",21584
"11165","GLSZ03","KAMPONG UBI","KLSZ01","BENDEMEER",3179
"11367","GLSZ04","ALJUNIED","KLSZ01","BENDEMEER",35582
"11568","GLSZ05","GEYLANG EAST","KLSZ01","BENDEMEER",24382
"11760","HGSZ01","HOUGANG CENTRAL","KLSZ01","BENDEMEER",11418
"11910","HGSZ02","KANGKAR","KLSZ01","BENDEMEER",517
"12002","HGSZ03","HOUGANG EAST","KLSZ01","BENDEMEER",682
"12096","HGSZ04","HOUGANG WEST","KLSZ01","BENDEMEER",902
"12303","HGSZ06","KOVAN","KLSZ01","BENDEMEER",6859
"12603","HGSZ09","DEFU INDUSTRIAL PARK","KLSZ01","BENDEMEER",1639
"12700","JESZ01","YUHUA WEST","KLSZ01","BENDEMEER",638
"12963","JESZ04","LAKESIDE","KLSZ01","BENDEMEER",364
"13136","JESZ05","JURONG GATEWAY","KLSZ01","BENDEMEER",1081
"13686","JWSZ04","TAMAN JURONG","KLSZ01","BENDEMEER",1214
"13940","JWSZ09","JURONG WEST CENTRAL","KLSZ01","BENDEMEER",2055
"14111","KLSZ01","BENDEMEER","KLSZ01","BENDEMEER",156728
"14282","KLSZ02","GEYLANG BAHRU","KLSZ01","BENDEMEER",103480
"14448","KLSZ03","BOON KENG","KLSZ01","BENDEMEER",91172
"14604","KLSZ04","KAMPONG BUGIS","KLSZ01","BENDEMEER",12749
"14744","KLSZ05","TANJONG RHU","KLSZ01","BENDEMEER",4026
"14907","KLSZ06","LAVENDER","KLSZ01","BENDEMEER",78604
"15081","KLSZ07","KAMPONG JAVA","KLSZ01","BENDEMEER",1794
"15241","KLSZ08","KALLANG BAHRU","KLSZ01","BENDEMEER",7658
"15417","KLSZ09","CRAWFORD","KLSZ01","BENDEMEER",6777
"15621","MPSZ01","MOUNTBATTEN","KLSZ01","BENDEMEER",2431
"15718","MPSZ02","KATONG","KLSZ01","BENDEMEER",13035
"15816","MPSZ03","MARINE PARADE","KLSZ01","BENDEMEER",11814
"15985","MUSZ01","DHOBY GHAUT","KLSZ01","BENDEMEER",2699
"16126","MUSZ02","FORT CANNING","KLSZ01","BENDEMEER",264
"16264","MUSZ03","BRAS BASAH","KLSZ01","BENDEMEER",933
"16542","NTSZ03","NEWTON CIRCUS","KLSZ01","BENDEMEER",448
"16753","NVSZ01","BALESTIER","KLSZ01","BENDEMEER",258170
"16893","NVSZ02","MOULMEIN","KLSZ01","BENDEMEER",31430
"17056","NVSZ03","MALCOLM","KLSZ01","BENDEMEER",1034
"17176","NVSZ04","DUNEARN","KLSZ01","BENDEMEER",385
"17274","NVSZ05","MOUNT PLEASANT","KLSZ01","BENDEMEER",11
"17422","ORSZ02","BOULEVARD","KLSZ01","BENDEMEER",1745
"17618","ORSZ03","SOMERSET","KLSZ01","BENDEMEER",1727
"17779","OTSZ01","PEARL'S HILL","KLSZ01","BENDEMEER",1045
"17900","OTSZ02","PEOPLE'S PARK","KLSZ01","BENDEMEER",2442
"18071","OTSZ03","CHINATOWN","KLSZ01","BENDEMEER",1460
"18219","OTSZ04","CHINA SQUARE","KLSZ01","BENDEMEER",53
"18331","PGSZ01","NORTHSHORE","KLSZ01","BENDEMEER",72
"18437","PGSZ02","PUNGGOL TOWN CENTRE","KLSZ01","BENDEMEER",766
"18573","PGSZ03","MATILDA","KLSZ01","BENDEMEER",11919
"18719","PGSZ04","PUNGGOL FIELD","KLSZ01","BENDEMEER",3981
"18854","PGSZ05","WATERWAY EAST","KLSZ01","BENDEMEER",3274
"18993","PLSZ04","AIRPORT ROAD","KLSZ01","BENDEMEER",242
"19011","PLSZ05","PLAB","KLSZ01","BENDEMEER",627
"19078","PNSZ01","JOO KOON","KLSZ01","BENDEMEER",200
"19195","PNSZ02","GUL CIRCLE","KLSZ01","BENDEMEER",8
"19410","PRSZ03","PASIR RIS CENTRAL","KLSZ01","BENDEMEER",52
"19750","QTSZ01","GHIM MOH","KLSZ01","BENDEMEER",286
"19859","QTSZ02","HOLLAND DRIVE","KLSZ01","BENDEMEER",44
"19996","QTSZ03","COMMONWEALTH","KLSZ01","BENDEMEER",648
"20246","QTSZ05","MARGARET DRIVE","KLSZ01","BENDEMEER",726
"20371","QTSZ06","MEI CHIN","KLSZ01","BENDEMEER",1754
"20640","QTSZ08","ONE NORTH","KLSZ01","BENDEMEER",229
"20804","QTSZ09","SINGAPORE POLYTECHNIC","KLSZ01","BENDEMEER",194
"21052","QTSZ11","NATIONAL UNIVERSITY OF S'PORE","KLSZ01","BENDEMEER",103
"21272","QTSZ13","PASIR PANJANG 1","KLSZ01","BENDEMEER",452
"21525","QTSZ15","PORT","KLSZ01","BENDEMEER",191
"21658","RCSZ01","FARRER PARK","KLSZ01","BENDEMEER",61260
"21846","RCSZ03","SUNGEI ROAD","KLSZ01","BENDEMEER",6881
"21968","RCSZ04","ROCHOR CANAL","KLSZ01","BENDEMEER",1749
"22057","RCSZ05","KAMPONG GLAM","KLSZ01","BENDEMEER",286
"22181","RCSZ08","SELEGIE","KLSZ01","BENDEMEER",7997
"22274","RCSZ09","BENCOOLEN","KLSZ01","BENDEMEER",2297
"22445","RCSZ10","VICTORIA","KLSZ01","BENDEMEER",1329
"22601","RVSZ01","ONE TREE HILL","KLSZ01","BENDEMEER",110
"22942","SBSZ03","SEMBAWANG CENTRAL","KLSZ01","BENDEMEER",1588
"23241","SESZ02","RIVERVALE","KLSZ01","BENDEMEER",3715
"23394","SESZ03","SENGKANG TOWN CENTRE","KLSZ01","BENDEMEER",14537
"23536","SESZ04","ANCHORVALE","KLSZ01","BENDEMEER",1395
"23676","SESZ05","COMPASSVALE","KLSZ01","BENDEMEER",9032
"23823","SESZ06","FERNVALE","KLSZ01","BENDEMEER",3958
"24129","SGSZ04","SERANGOON GARDEN","KLSZ01","BENDEMEER",330
"24261","SGSZ05","LORONG CHUAN","KLSZ01","BENDEMEER",459
"24425","SGSZ06","SERANGOON CENTRAL","KLSZ01","BENDEMEER",13574
"24573","SGSZ07","UPPER PAYA LEBAR","KLSZ01","BENDEMEER",1342
"24743","SKSZ02","TURF CLUB","KLSZ01","BENDEMEER",349
"25014","SRSZ01","ROBERTSON QUAY","KLSZ01","BENDEMEER",1144
"25138","SRSZ02","CLARKE QUAY","KLSZ01","BENDEMEER",1075
"25332","SVSZ01","STRAITS VIEW","KLSZ01","BENDEMEER",9
"25419","THSZ01","TENGAH","KLSZ01","BENDEMEER",11
"25541","TMSZ02","TAMPINES EAST","KLSZ01","BENDEMEER",3986
"25707","TMSZ03","TAMPINES WEST","KLSZ01","BENDEMEER",4184
"25861","TMSZ04","SIMEI","KLSZ01","BENDEMEER",89
"25999","TMSZ05","XILIN","KLSZ01","BENDEMEER",3
"26153","TNSZ01","NASSIM","KLSZ01","BENDEMEER",366
"26298","TNSZ02","CHATSWORTH","KLSZ01","BENDEMEER",2156
"26511","TNSZ04","TYERSALL","KLSZ01","BENDEMEER",63
"26675","TPSZ01","TOA PAYOH WEST","KLSZ01","BENDEMEER",1082
"26872","TPSZ02","TOA PAYOH CENTRAL","KLSZ01","BENDEMEER",24322
"27092","TPSZ04","BOON TECK","KLSZ01","BENDEMEER",869
"27251","TPSZ07","KIM KEAT","KLSZ01","BENDEMEER",3916
"27377","TPSZ09","POTONG PASIR","KLSZ01","BENDEMEER",28624
"27513","TPSZ10","BIDADARI","KLSZ01","BENDEMEER",11852
"27627","TPSZ11","SENNETT","KLSZ01","BENDEMEER",19569
"27729","TPSZ12","JOO SENG","KLSZ01","BENDEMEER",150
